"codigo_ibge";"municipio";"uf_sigla";"porte_populacional";"ano_2020";"media_pos";"perfil_mudanca"
"1100015";"ALTA FLORESTA D'OESTE";"RO";"Pequeno Porte II";"0,000000000000000000";"8,36944194481229609";"1. Despertados (Efeito Indutor)"
"1100023";"ARIQUEMES";"RO";"Médio Porte";"26,453878078052596834";"26,15882388761420785";"2. Constantes (Sustentabilidade)"
"1100031";"CABIXI";"RO";"Pequeno Porte I";"0,000000000000000000";"9,52804829565342004";"1. Despertados (Efeito Indutor)"
"1100049";"CACOAL";"RO";"Médio Porte";"16,488709446302070916";"41,36581269977476438";"1. Despertados (Efeito Indutor)"
"1100056";"CEREJEIRAS";"RO";"Pequeno Porte I";"10,783869420917115534";"41,78561619759209833";"1. Despertados (Efeito Indutor)"
"1100064";"COLORADO DO OESTE";"RO";"Pequeno Porte I";"0,350005422661718524";"1,21825746940972568";"2. Constantes (Sustentabilidade)"
"1100080";"COSTA MARQUES";"RO";"Pequeno Porte I";"0,000000000000000000";"9,60792023399336159";"1. Despertados (Efeito Indutor)"
"1100098";"ESPIGAO D'OESTE";"RO";"Pequeno Porte II";"1,066042712464702724";"44,22738721498790682";"1. Despertados (Efeito Indutor)"
"1100106";"GUAJARA-MIRIM";"RO";"Pequeno Porte II";"6,768108568985990559";"8,25325579853577374";"2. Constantes (Sustentabilidade)"
"1100114";"JARU";"RO";"Médio Porte";"2,809081769893948533";"0,00000000000000000";"2. Constantes (Sustentabilidade)"
"1100122";"JI-PARANA";"RO";"Grande Porte";"20,638939616766307950";"28,79241068069228149";"2. Constantes (Sustentabilidade)"
"1100130";"MACHADINHO D'OESTE";"RO";"Pequeno Porte II";"1,087991522081804607";"0,00000000000000000";"2. Constantes (Sustentabilidade)"
"1100148";"NOVA BRASILANDIA D'OESTE";"RO";"Pequeno Porte I";"19,445327777700637029";"9,00614431587471209";"4. Efeito Substituição (Retração Local)"
"1100155";"OURO PRETO DO OESTE";"RO";"Pequeno Porte II";"1,891248747964157539";"45,35028686739455850";"1. Despertados (Efeito Indutor)"
"1100189";"PIMENTA BUENO";"RO";"Pequeno Porte II";"10,483891983388911484";"17,03989694456612369";"2. Constantes (Sustentabilidade)"
"1100205";"PORTO VELHO";"RO";"Grande Porte";"12,884022795507656056";"25,51465090869725216";"1. Despertados (Efeito Indutor)"
"1100254";"PRESIDENTE MEDICI";"RO";"Pequeno Porte I";"3,168497418753751127";"12,18511014148145222";"1. Despertados (Efeito Indutor)"
"1100262";"RIO CRESPO";"RO";"Pequeno Porte I";"59,826256750770411941";"97,10738691376784004";"1. Despertados (Efeito Indutor)"
"1100288";"ROLIM DE MOURA";"RO";"Médio Porte";"17,766528673999086863";"0,00000000000000000";"4. Efeito Substituição (Retração Local)"
"1100296";"SANTA LUZIA D'OESTE";"RO";"Pequeno Porte I";"0,000000000000000000";"59,20402682302196951";"1. Despertados (Efeito Indutor)"
"1100304";"VILHENA";"RO";"Médio Porte";"16,299532946268062261";"13,24216608231071035";"2. Constantes (Sustentabilidade)"
"1100320";"SAO MIGUEL DO GUAPORE";"RO";"Pequeno Porte II";"16,894934585967394725";"42,97329479491683912";"1. Despertados (Efeito Indutor)"
"1100338";"NOVA MAMORE";"RO";"Pequeno Porte II";"1,758897739846924768";"10,08536908508109065";"1. Despertados (Efeito Indutor)"
"1100379";"ALTO ALEGRE DOS PARECIS";"RO";"Pequeno Porte I";"0,000000000000000000";"59,69284924915915269";"1. Despertados (Efeito Indutor)"
"1100452";"BURITIS";"RO";"Pequeno Porte II";"32,601782075451872345";"5,78635187751371749";"4. Efeito Substituição (Retração Local)"
"1100601";"CACAULANDIA";"RO";"Pequeno Porte I";"0,000000000000000000";"19,42956977993229017";"1. Despertados (Efeito Indutor)"
"1100700";"CAMPO NOVO DE RONDONIA";"RO";"Pequeno Porte I";"0,876491031335295046";"20,71233493205592069";"1. Despertados (Efeito Indutor)"
"1100809";"CANDEIAS DO JAMARI";"RO";"Pequeno Porte II";"39,081047996403057709";"46,72121354361902945";"2. Constantes (Sustentabilidade)"
"1100924";"CHUPINGUAIA";"RO";"Pequeno Porte I";"0,000000000000000000";"6,86576308451308481";"1. Despertados (Efeito Indutor)"
"1100940";"CUJUBIM";"RO";"Pequeno Porte I";"0,000000000000000000";"15,69040073296940108";"1. Despertados (Efeito Indutor)"
"1101005";"GOVERNADOR JORGE TEIXEIRA";"RO";"Pequeno Porte I";"0,000000000000000000";"2,16491563554555677";"2. Constantes (Sustentabilidade)"
"1101104";"ITAPUA DO OESTE";"RO";"Pequeno Porte I";"3,739164092017667862";"4,07309471263126177";"2. Constantes (Sustentabilidade)"
"1101203";"MINISTRO ANDREAZZA";"RO";"Pequeno Porte I";"0,000000000000000000";"7,27565430649290423";"1. Despertados (Efeito Indutor)"
"1101302";"MIRANTE DA SERRA";"RO";"Pequeno Porte I";"0,410436491056331731";"25,95907536143354832";"1. Despertados (Efeito Indutor)"
"1101401";"MONTE NEGRO";"RO";"Pequeno Porte I";"0,350919106657689550";"31,23024362186517067";"1. Despertados (Efeito Indutor)"
"1101435";"NOVA UNIAO";"RO";"Pequeno Porte I";"0,000000000000000000";"25,19381509218142412";"1. Despertados (Efeito Indutor)"
"1101450";"PARECIS";"RO";"Pequeno Porte I";"11,002872486974361266";"83,79211703605834316";"1. Despertados (Efeito Indutor)"
"1101468";"PIMENTEIRAS DO OESTE";"RO";"Pequeno Porte I";"78,280632062775168833";"34,46759232274660434";"4. Efeito Substituição (Retração Local)"
"1101476";"PRIMAVERA DE RONDONIA";"RO";"Pequeno Porte I";"2,585575596501532125";"29,88023613224977737";"1. Despertados (Efeito Indutor)"
"1101484";"SAO FELIPE D'OESTE";"RO";"Pequeno Porte I";"0,000000000000000000";"6,36893605261121376";"1. Despertados (Efeito Indutor)"
"1101492";"SAO FRANCISCO DO GUAPORE";"RO";"Pequeno Porte I";"4,086359591531216751";"6,84548235745540090";"2. Constantes (Sustentabilidade)"
"1101500";"SERINGUEIRAS";"RO";"Pequeno Porte I";"0,212568258883354871";"0,21887028914152717";"2. Constantes (Sustentabilidade)"
"1101559";"TEIXEIROPOLIS";"RO";"Pequeno Porte I";"0,000000000000000000";"30,13455682114366141";"1. Despertados (Efeito Indutor)"
"1101609";"THEOBROMA";"RO";"Pequeno Porte I";"0,199055186150040808";"8,36667201765294699";"1. Despertados (Efeito Indutor)"
"1101708";"URUPA";"RO";"Pequeno Porte I";"0,000000000000000000";"78,39342535727172390";"1. Despertados (Efeito Indutor)"
"1101757";"VALE DO ANARI";"RO";"Pequeno Porte I";"0,000000000000000000";"14,94725959599167453";"1. Despertados (Efeito Indutor)"
"1200054";"ASSIS BRASIL";"AC";"Pequeno Porte I";"2,775295231515446215";"84,15737981847698279";"1. Despertados (Efeito Indutor)"
"1200104";"BRASILEIA";"AC";"Pequeno Porte II";"25,891152778599060724";"73,01703176970961806";"1. Despertados (Efeito Indutor)"
"1200138";"BUJARI";"AC";"Pequeno Porte I";"0,000000000000000000";"30,35400061909319191";"1. Despertados (Efeito Indutor)"
"1200179";"CAPIXABA";"AC";"Pequeno Porte I";"0,000000000000000000";"4,18482871439568882";"2. Constantes (Sustentabilidade)"
"1200203";"CRUZEIRO DO SUL";"AC";"Médio Porte";"17,179191801516655147";"32,64338776199787873";"1. Despertados (Efeito Indutor)"
"1200252";"EPITACIOLANDIA";"AC";"Pequeno Porte I";"23,612187829518745730";"18,03492684380514177";"2. Constantes (Sustentabilidade)"
"1200302";"FEIJO";"AC";"Pequeno Porte II";"32,689229903357947649";"45,01427775112256313";"1. Despertados (Efeito Indutor)"
"1200328";"JORDAO";"AC";"Pequeno Porte I";"0,000000000000000000";"34,80293444625497301";"1. Despertados (Efeito Indutor)"
"1200336";"MANCIO LIMA";"AC";"Pequeno Porte I";"21,094256957882731029";"46,25738438115259754";"1. Despertados (Efeito Indutor)"
"1200344";"MANOEL URBANO";"AC";"Pequeno Porte I";"8,419839941501217950";"21,57674215334041179";"1. Despertados (Efeito Indutor)"
"1200351";"MARECHAL THAUMATURGO";"AC";"Pequeno Porte I";"41,216581548810225399";"107,27770867723964443";"1. Despertados (Efeito Indutor)"
"1200385";"PLACIDO DE CASTRO";"AC";"Pequeno Porte I";"37,039003821910014835";"9,78466576520322207";"4. Efeito Substituição (Retração Local)"
"1200393";"PORTO WALTER";"AC";"Pequeno Porte I";"10,857175318295345434";"24,12336427717087162";"1. Despertados (Efeito Indutor)"
"1200401";"RIO BRANCO";"AC";"Grande Porte";"24,380454851533588823";"32,67586160677288376";"2. Constantes (Sustentabilidade)"
"1200427";"RODRIGUES ALVES";"AC";"Pequeno Porte I";"2,864460468592449072";"27,94626451382207577";"1. Despertados (Efeito Indutor)"
"1200435";"SANTA ROSA DO PURUS";"AC";"Pequeno Porte I";"43,140190660087711194";"43,98793668328188033";"2. Constantes (Sustentabilidade)"
"1200450";"SENADOR GUIOMARD";"AC";"Pequeno Porte II";"9,635109761821384566";"7,03795361532312391";"2. Constantes (Sustentabilidade)"
"1200500";"SENA MADUREIRA";"AC";"Pequeno Porte II";"17,679788349017741211";"36,63824870451073679";"1. Despertados (Efeito Indutor)"
"1200609";"TARAUACA";"AC";"Pequeno Porte II";"5,157236662042961939";"52,15334548283331628";"1. Despertados (Efeito Indutor)"
"1200708";"XAPURI";"AC";"Pequeno Porte I";"87,952140709334457824";"181,99891160675031188";"1. Despertados (Efeito Indutor)"
"1200807";"PORTO ACRE";"AC";"Pequeno Porte I";"0,000000000000000000";"0,11742496854969149";"2. Constantes (Sustentabilidade)"
"1300029";"ALVARAES";"AM";"Pequeno Porte I";"0,000000000000000000";"53,58508773702557448";"1. Despertados (Efeito Indutor)"
"1300060";"AMATURA";"AM";"Pequeno Porte I";"3,025807618122410947";"1,63993539635097707";"2. Constantes (Sustentabilidade)"
"1300086";"ANAMA";"AM";"Pequeno Porte I";"33,779237870156151757";"0,00000000000000000";"4. Efeito Substituição (Retração Local)"
"1300102";"ANORI";"AM";"Pequeno Porte I";"5,848880683499865007";"59,10937336890961546";"1. Despertados (Efeito Indutor)"
"1300144";"APUI";"AM";"Pequeno Porte II";"0,440051918387742047";"23,42871487213227510";"1. Despertados (Efeito Indutor)"
"1300201";"ATALAIA DO NORTE";"AM";"Pequeno Porte I";"0,000000000000000000";"7,32127465064646721";"1. Despertados (Efeito Indutor)"
"1300300";"AUTAZES";"AM";"Pequeno Porte II";"17,790459119888240025";"16,46802240878668755";"2. Constantes (Sustentabilidade)"
"1300508";"BARREIRINHA";"AM";"Pequeno Porte II";"32,226163438754205970";"90,35289123264251998";"1. Despertados (Efeito Indutor)"
"1300607";"BENJAMIN CONSTANT";"AM";"Pequeno Porte II";"70,259352901406529668";"71,41772242639831347";"2. Constantes (Sustentabilidade)"
"1300680";"BOA VISTA DO RAMOS";"AM";"Pequeno Porte II";"20,897940019834393865";"30,57362654560805382";"1. Despertados (Efeito Indutor)"
"1300706";"BOCA DO ACRE";"AM";"Pequeno Porte II";"22,763873867577334664";"40,16466908055947727";"1. Despertados (Efeito Indutor)"
"1300805";"BORBA";"AM";"Pequeno Porte II";"41,142206723535075241";"18,11847367459808567";"4. Efeito Substituição (Retração Local)"
"1300839";"CAAPIRANGA";"AM";"Pequeno Porte I";"0,000000000000000000";"37,06326034337075725";"1. Despertados (Efeito Indutor)"
"1300904";"CANUTAMA";"AM";"Pequeno Porte I";"18,214387424388579717";"4,92712157465504674";"4. Efeito Substituição (Retração Local)"
"1301001";"CARAUARI";"AM";"Pequeno Porte II";"12,651093203453584124";"34,94786467663088558";"1. Despertados (Efeito Indutor)"
"1301100";"CAREIRO";"AM";"Pequeno Porte II";"77,518094480559810222";"60,59403331187813535";"2. Constantes (Sustentabilidade)"
"1301159";"CAREIRO DA VARZEA";"AM";"Pequeno Porte I";"17,255864965775668196";"16,89121074277052870";"2. Constantes (Sustentabilidade)"
"1301209";"COARI";"AM";"Médio Porte";"172,259536134333501423";"192,25126352371731286";"2. Constantes (Sustentabilidade)"
"1301308";"CODAJAS";"AM";"Pequeno Porte II";"11,012196070270652726";"123,17910785551346464";"1. Despertados (Efeito Indutor)"
"1301407";"EIRUNEPE";"AM";"Pequeno Porte II";"14,461012599720342919";"41,38431185924557809";"1. Despertados (Efeito Indutor)"
"1301506";"ENVIRA";"AM";"Pequeno Porte I";"13,159509761741494671";"77,56530158456186541";"1. Despertados (Efeito Indutor)"
"1301605";"FONTE BOA";"AM";"Pequeno Porte II";"52,265757185438069143";"38,40088223944913182";"2. Constantes (Sustentabilidade)"
"1301654";"GUAJARA";"AM";"Pequeno Porte I";"7,420295295473859021";"8,69222423243337872";"2. Constantes (Sustentabilidade)"
"1301704";"HUMAITA";"AM";"Médio Porte";"9,562319136236746786";"83,50452304714228546";"1. Despertados (Efeito Indutor)"
"1301803";"IPIXUNA";"AM";"Pequeno Porte II";"33,361515125536008952";"73,38123843310759753";"1. Despertados (Efeito Indutor)"
"1301852";"IRANDUBA";"AM";"Médio Porte";"4,233582947929711793";"19,45431875631939178";"1. Despertados (Efeito Indutor)"
"1301902";"ITACOATIARA";"AM";"Grande Porte";"12,457152097625993292";"56,12194926766829894";"1. Despertados (Efeito Indutor)"
"1301951";"ITAMARATI";"AM";"Pequeno Porte I";"7,368464752807758700";"50,49448354061752298";"1. Despertados (Efeito Indutor)"
"1302009";"ITAPIRANGA";"AM";"Pequeno Porte I";"57,193310273831933443";"154,04689568646278985";"1. Despertados (Efeito Indutor)"
"1302108";"JAPURA";"AM";"Pequeno Porte I";"0,000000000000000000";"122,55436173378390663";"1. Despertados (Efeito Indutor)"
"1302207";"JURUA";"AM";"Pequeno Porte I";"1,812921934022308834";"33,96893322793148684";"1. Despertados (Efeito Indutor)"
"1302306";"JUTAI";"AM";"Pequeno Porte II";"0,000000000000000000";"43,87295911693846051";"1. Despertados (Efeito Indutor)"
"1302405";"LABREA";"AM";"Pequeno Porte II";"7,020574091825948493";"54,31714354867101235";"1. Despertados (Efeito Indutor)"
"1302504";"MANACAPURU";"AM";"Grande Porte";"19,545424923091008651";"72,54234167527187083";"1. Despertados (Efeito Indutor)"
"1302553";"MANAQUIRI";"AM";"Pequeno Porte I";"43,301144438425538397";"174,44443363882589892";"1. Despertados (Efeito Indutor)"
"1302603";"MANAUS";"AM";"Metrópole";"28,942450333351839475";"53,53172308855681649";"1. Despertados (Efeito Indutor)"
"1302702";"MANICORE";"AM";"Médio Porte";"23,108970305563904191";"73,44162431312133776";"1. Despertados (Efeito Indutor)"
"1302801";"MARAA";"AM";"Pequeno Porte I";"49,392314234689720820";"52,10646641761115205";"2. Constantes (Sustentabilidade)"
"1302900";"MAUES";"AM";"Médio Porte";"42,510985488153473000";"72,69192862147291123";"1. Despertados (Efeito Indutor)"
"1303007";"NHAMUNDA";"AM";"Pequeno Porte II";"29,071159234819251793";"102,53948753850674791";"1. Despertados (Efeito Indutor)"
"1303106";"NOVA OLINDA DO NORTE";"AM";"Pequeno Porte II";"16,757832123403673563";"68,21522178397763980";"1. Despertados (Efeito Indutor)"
"1303205";"NOVO AIRAO";"AM";"Pequeno Porte I";"39,876440799366726253";"61,70154516025647240";"1. Despertados (Efeito Indutor)"
"1303304";"NOVO ARIPUANA";"AM";"Pequeno Porte II";"40,750700090686528654";"36,14723843104353307";"2. Constantes (Sustentabilidade)"
"1303403";"PARINTINS";"AM";"Médio Porte";"37,750435563708570896";"91,30929590118982730";"1. Despertados (Efeito Indutor)"
"1303502";"PAUINI";"AM";"Pequeno Porte I";"18,912568338971027515";"30,34128599353849509";"1. Despertados (Efeito Indutor)"
"1303569";"RIO PRETO DA EVA";"AM";"Pequeno Porte II";"2,788680370993171564";"21,92869021556285247";"1. Despertados (Efeito Indutor)"
"1303601";"SANTA ISABEL DO RIO NEGRO";"AM";"Pequeno Porte I";"1,124206184045458246";"87,44045164849774210";"1. Despertados (Efeito Indutor)"
"1303700";"SANTO ANTONIO DO ICA";"AM";"Pequeno Porte II";"0,000000000000000000";"33,72556818656967437";"1. Despertados (Efeito Indutor)"
"1303809";"SAO GABRIEL DA CACHOEIRA";"AM";"Médio Porte";"12,750625377841197761";"12,36861804077916460";"2. Constantes (Sustentabilidade)"
"1303908";"SAO PAULO DE OLIVENCA";"AM";"Pequeno Porte II";"2,337631118640689731";"22,54916639683661472";"1. Despertados (Efeito Indutor)"
"1303957";"SAO SEBASTIAO DO UATUMA";"AM";"Pequeno Porte I";"1,443062494837490162";"183,07877078338592014";"1. Despertados (Efeito Indutor)"
"1304005";"SILVES";"AM";"Pequeno Porte I";"23,963844122473819453";"70,48859918242960987";"1. Despertados (Efeito Indutor)"
"1304062";"TABATINGA";"AM";"Médio Porte";"0,000000000000000000";"53,13428928616037439";"1. Despertados (Efeito Indutor)"
"1304104";"TAPAUA";"AM";"Pequeno Porte I";"87,249830132603108268";"15,58994335917585516";"4. Efeito Substituição (Retração Local)"
"1304203";"TEFE";"AM";"Médio Porte";"2,485076961619786751";"40,01170773599623942";"1. Despertados (Efeito Indutor)"
"1304237";"TONANTINS";"AM";"Pequeno Porte I";"0,000000000000000000";"5,94892604002486358";"1. Despertados (Efeito Indutor)"
"1304260";"UARINI";"AM";"Pequeno Porte I";"12,627627953221406187";"72,01783066144378154";"1. Despertados (Efeito Indutor)"
"1304302";"URUCARA";"AM";"Pequeno Porte I";"9,697617581652240304";"30,38322771314482296";"1. Despertados (Efeito Indutor)"
"1304401";"URUCURITUBA";"AM";"Pequeno Porte II";"0,000000000000000000";"35,85824507957787688";"1. Despertados (Efeito Indutor)"
"1400027";"AMAJARI";"RR";"Pequeno Porte I";"0,000000000000000000";"15,29786549593278089";"1. Despertados (Efeito Indutor)"
"1400050";"ALTO ALEGRE";"RR";"Pequeno Porte II";"2,468217363442446466";"52,29847080015169070";"1. Despertados (Efeito Indutor)"
"1400100";"BOA VISTA";"RR";"Grande Porte";"41,344543911297996885";"126,71838433135393132";"1. Despertados (Efeito Indutor)"
"1400159";"BONFIM";"RR";"Pequeno Porte I";"5,645486098301486955";"152,39921087624307461";"1. Despertados (Efeito Indutor)"
"1400175";"CANTA";"RR";"Pequeno Porte I";"0,000000000000000000";"123,73166231286285210";"1. Despertados (Efeito Indutor)"
"1400209";"CARACARAI";"RR";"Pequeno Porte II";"6,923057254559611629";"115,03496475687295231";"1. Despertados (Efeito Indutor)"
"1400233";"CAROEBE";"RR";"Pequeno Porte I";"8,273342120130235955";"187,80573090107392886";"1. Despertados (Efeito Indutor)"
"1400282";"IRACEMA";"RR";"Pequeno Porte I";"16,372554014156953883";"21,96767773965685677";"2. Constantes (Sustentabilidade)"
"1400308";"MUCAJAI";"RR";"Pequeno Porte I";"67,376311923143504146";"78,18279577116634016";"2. Constantes (Sustentabilidade)"
"1400407";"NORMANDIA";"RR";"Pequeno Porte I";"0,000000000000000000";"29,55717827685372612";"1. Despertados (Efeito Indutor)"
"1400456";"PACARAIMA";"RR";"Pequeno Porte I";"0,000000000000000000";"72,72409086311694182";"1. Despertados (Efeito Indutor)"
"1400472";"RORAINOPOLIS";"RR";"Pequeno Porte II";"12,712709963042028605";"50,31222375001652125";"1. Despertados (Efeito Indutor)"
"1400506";"SAO JOAO DA BALIZA";"RR";"Pequeno Porte I";"0,000000000000000000";"108,22484996474302932";"1. Despertados (Efeito Indutor)"
"1400704";"UIRAMUTA";"RR";"Pequeno Porte I";"11,945185133672525879";"35,01936964604451674";"1. Despertados (Efeito Indutor)"
"1500107";"ABAETETUBA";"PA";"Grande Porte";"5,507408050817903522";"26,09626754428884254";"1. Despertados (Efeito Indutor)"
"1500131";"ABEL FIGUEIREDO";"PA";"Pequeno Porte I";"48,889609547986225380";"67,71419917138032929";"1. Despertados (Efeito Indutor)"
"1500206";"ACARA";"PA";"Médio Porte";"11,776692061366194508";"43,85816211225102279";"1. Despertados (Efeito Indutor)"
"1500305";"AFUA";"PA";"Pequeno Porte II";"31,433724090981829846";"150,62831687805197589";"1. Despertados (Efeito Indutor)"
"1500347";"AGUA AZUL DO NORTE";"PA";"Pequeno Porte I";"2,138087827465039670";"23,18738504873165240";"1. Despertados (Efeito Indutor)"
"1500404";"ALENQUER";"PA";"Médio Porte";"18,722479405584660839";"35,99171412748766130";"1. Despertados (Efeito Indutor)"
"1500503";"ALMEIRIM";"PA";"Pequeno Porte II";"21,603721259829629986";"18,16562452578068587";"2. Constantes (Sustentabilidade)"
"1500602";"ALTAMIRA";"PA";"Grande Porte";"2,532885215372780774";"42,86911552784873436";"1. Despertados (Efeito Indutor)"
"1500701";"ANAJAS";"PA";"Pequeno Porte II";"22,603956828648804844";"15,46356896738805808";"2. Constantes (Sustentabilidade)"
"1500800";"ANANINDEUA";"PA";"Grande Porte";"14,789067378372971362";"9,01829139678718583";"2. Constantes (Sustentabilidade)"
"1500859";"ANAPU";"PA";"Pequeno Porte II";"8,015708886107557163";"98,51922972796870681";"1. Despertados (Efeito Indutor)"
"1500909";"AUGUSTO CORREA";"PA";"Pequeno Porte II";"29,824837255262444558";"56,91190310972606881";"1. Despertados (Efeito Indutor)"
"1500958";"AURORA DO PARA";"PA";"Pequeno Porte II";"0,000000000000000000";"33,57364024478947329";"1. Despertados (Efeito Indutor)"
"1501006";"AVEIRO";"PA";"Pequeno Porte I";"14,760796531531156006";"19,18205881323415696";"2. Constantes (Sustentabilidade)"
"1501105";"BAGRE";"PA";"Pequeno Porte II";"9,848222771861404823";"0,98841645124246158";"4. Efeito Substituição (Retração Local)"
"1501204";"BAIAO";"PA";"Médio Porte";"10,173022382310234590";"28,70936651616674595";"1. Despertados (Efeito Indutor)"
"1501253";"BANNACH";"PA";"Pequeno Porte I";"12,329534254366281587";"110,66720416609643962";"1. Despertados (Efeito Indutor)"
"1501303";"BARCARENA";"PA";"Grande Porte";"43,057565763278923043";"106,17163364481534416";"1. Despertados (Efeito Indutor)"
"1501402";"BELEM";"PA";"Metrópole";"0,000000000000000000";"12,81181023300495880";"1. Despertados (Efeito Indutor)"
"1501451";"BELTERRA";"PA";"Pequeno Porte I";"1,977288994486647189";"22,57604804133836041";"1. Despertados (Efeito Indutor)"
"1501501";"BENEVIDES";"PA";"Médio Porte";"15,382871240265588497";"69,92752910804634325";"1. Despertados (Efeito Indutor)"
"1501576";"BOM JESUS DO TOCANTINS";"PA";"Pequeno Porte I";"68,783385923154781949";"112,01573632219255217";"1. Despertados (Efeito Indutor)"
"1501600";"BONITO";"PA";"Pequeno Porte I";"26,279789026213244085";"127,76895320817175161";"1. Despertados (Efeito Indutor)"
"1501709";"BRAGANCA";"PA";"Grande Porte";"24,917123224939896176";"5,92867244914982283";"4. Efeito Substituição (Retração Local)"
"1501725";"BRASIL NOVO";"PA";"Pequeno Porte II";"0,000000000000000000";"0,15536867459245884";"2. Constantes (Sustentabilidade)"
"1501782";"BREU BRANCO";"PA";"Pequeno Porte II";"13,807776689074144016";"54,87141071517579149";"1. Despertados (Efeito Indutor)"
"1501808";"BREVES";"PA";"Grande Porte";"0,000000000000000000";"32,63098678528975682";"1. Despertados (Efeito Indutor)"
"1501907";"BUJARU";"PA";"Pequeno Porte II";"32,272505844170169098";"91,09820646014081547";"1. Despertados (Efeito Indutor)"
"1501956";"CACHOEIRA DO PIRIA";"PA";"Pequeno Porte I";"10,751868482181732745";"30,40542392645426162";"1. Despertados (Efeito Indutor)"
"1502004";"CACHOEIRA DO ARARI";"PA";"Pequeno Porte II";"29,608580267777956152";"73,68753933669026424";"1. Despertados (Efeito Indutor)"
"1502103";"CAMETA";"PA";"Grande Porte";"29,341692890507161451";"29,50169205445907750";"2. Constantes (Sustentabilidade)"
"1502202";"CAPANEMA";"PA";"Médio Porte";"28,585889600214439810";"33,54800184711216815";"2. Constantes (Sustentabilidade)"
"1502301";"CAPITAO POCO";"PA";"Médio Porte";"23,343346037795459580";"15,91419084982306842";"2. Constantes (Sustentabilidade)"
"1502400";"CASTANHAL";"PA";"Grande Porte";"35,520802094513804548";"35,75895376827894268";"2. Constantes (Sustentabilidade)"
"1502509";"CHAVES";"PA";"Pequeno Porte II";"1,058106290080446321";"16,39947909915642299";"1. Despertados (Efeito Indutor)"
"1502608";"COLARES";"PA";"Pequeno Porte I";"0,000000000000000000";"137,58919644687443906";"1. Despertados (Efeito Indutor)"
"1502707";"CONCEICAO DO ARAGUAIA";"PA";"Pequeno Porte II";"1,303038082086875216";"4,16439677422741639";"2. Constantes (Sustentabilidade)"
"1502756";"CONCORDIA DO PARA";"PA";"Pequeno Porte II";"39,886897716739930786";"51,77780902997458412";"2. Constantes (Sustentabilidade)"
"1502764";"CUMARU DO NORTE";"PA";"Pequeno Porte I";"0,000000000000000000";"14,97862144250634486";"1. Despertados (Efeito Indutor)"
"1502772";"CURIONOPOLIS";"PA";"Pequeno Porte I";"37,494267359679113838";"92,01406928820861708";"1. Despertados (Efeito Indutor)"
"1502806";"CURRALINHO";"PA";"Pequeno Porte II";"6,989700049300008544";"49,46555575479027311";"1. Despertados (Efeito Indutor)"
"1502855";"CURUA";"PA";"Pequeno Porte I";"17,980857342170896374";"48,35674185411383519";"1. Despertados (Efeito Indutor)"
"1502905";"CURUCA";"PA";"Pequeno Porte II";"34,774501296458559807";"69,22197072612134150";"1. Despertados (Efeito Indutor)"
"1502939";"DOM ELISEU";"PA";"Médio Porte";"1,121604363753558431";"19,96069250131235506";"1. Despertados (Efeito Indutor)"
"1503002";"FARO";"PA";"Pequeno Porte I";"0,000000000000000000";"116,69127634250429537";"1. Despertados (Efeito Indutor)"
"1503044";"FLORESTA DO ARAGUAIA";"PA";"Pequeno Porte I";"0,000000000000000000";"0,23304524856145267";"2. Constantes (Sustentabilidade)"
"1503077";"GARRAFAO DO NORTE";"PA";"Pequeno Porte II";"11,921592356802575452";"26,09647196019671611";"1. Despertados (Efeito Indutor)"
"1503093";"GOIANESIA DO PARA";"PA";"Pequeno Porte II";"8,905919159777640814";"48,50092685434243833";"1. Despertados (Efeito Indutor)"
"1503101";"GURUPA";"PA";"Pequeno Porte II";"17,143272358764086505";"29,43577187166376063";"1. Despertados (Efeito Indutor)"
"1503200";"IGARAPE-ACU";"PA";"Pequeno Porte II";"7,752547089406011338";"54,06742567998939819";"1. Despertados (Efeito Indutor)"
"1503309";"IGARAPE-MIRI";"PA";"Médio Porte";"26,331672136122957539";"41,64959131186608943";"1. Despertados (Efeito Indutor)"
"1503408";"INHANGAPI";"PA";"Pequeno Porte I";"18,500386899696479759";"86,88024197043353070";"1. Despertados (Efeito Indutor)"
"1503457";"IPIXUNA DO PARA";"PA";"Pequeno Porte II";"100,545926513410805114";"49,59656184881714580";"4. Efeito Substituição (Retração Local)"
"1503507";"IRITUIA";"PA";"Pequeno Porte II";"21,736262426690863947";"33,63187743881938729";"1. Despertados (Efeito Indutor)"
"1503606";"ITAITUBA";"PA";"Grande Porte";"3,244379111334196875";"14,54793619329520027";"1. Despertados (Efeito Indutor)"
"1503705";"ITUPIRANGA";"PA";"Pequeno Porte II";"0,000000000000000000";"36,52141019218653639";"1. Despertados (Efeito Indutor)"
"1503754";"JACAREACANGA";"PA";"Pequeno Porte II";"12,126852093761328888";"93,23609553935384042";"1. Despertados (Efeito Indutor)"
"1503804";"JACUNDA";"PA";"Pequeno Porte II";"0,000000000000000000";"70,31576460147059038";"1. Despertados (Efeito Indutor)"
"1503903";"JURUTI";"PA";"Médio Porte";"42,653687067570807301";"175,21428503696193957";"1. Despertados (Efeito Indutor)"
"1504000";"LIMOEIRO DO AJURU";"PA";"Pequeno Porte II";"25,445638794860698795";"56,58524093852435044";"1. Despertados (Efeito Indutor)"
"1504059";"MAE DO RIO";"PA";"Pequeno Porte II";"3,451691991527488845";"8,38505463215775215";"2. Constantes (Sustentabilidade)"
