"codigo_ibge";"municipio";"uf_sigla";"porte_populacional";"ano_2020";"media_pos";"perfil_mudanca"
"2102036";"BOM JESUS DAS SELVAS";"MA";"Pequeno Porte II";"21,291140402984435553";"20,82986685496892321";"2. Constantes (Sustentabilidade)"
"2102077";"BOM LUGAR";"MA";"Pequeno Porte I";"0,000000000000000000";"97,96497109920491653";"1. Despertados (Efeito Indutor)"
"2102101";"BREJO";"MA";"Pequeno Porte II";"23,252164141681458176";"54,70368026308761955";"1. Despertados (Efeito Indutor)"
"2102150";"BREJO DE AREIA";"MA";"Pequeno Porte I";"15,596436209518948601";"45,61487192759553011";"1. Despertados (Efeito Indutor)"
"2102200";"BURITI";"MA";"Pequeno Porte II";"2,678264979636605592";"7,29301240665096273";"2. Constantes (Sustentabilidade)"
"2102309";"BURITI BRAVO";"MA";"Pequeno Porte II";"27,019871821018629277";"93,73967506892547874";"1. Despertados (Efeito Indutor)"
"2102325";"BURITICUPU";"MA";"Médio Porte";"9,405892438017447788";"54,86660776907019255";"1. Despertados (Efeito Indutor)"
"2102358";"BURITIRANA";"MA";"Pequeno Porte I";"9,701107666767471827";"24,91896159437097324";"1. Despertados (Efeito Indutor)"
"2102374";"CACHOEIRA GRANDE";"MA";"Pequeno Porte I";"21,235978776425081804";"12,92121314295036605";"2. Constantes (Sustentabilidade)"
"2102408";"CAJAPIO";"MA";"Pequeno Porte I";"0,000000000000000000";"128,46331218712350619";"1. Despertados (Efeito Indutor)"
"2102507";"CAJARI";"MA";"Pequeno Porte I";"33,391953752283860979";"34,11171653885165966";"2. Constantes (Sustentabilidade)"
"2102556";"CAMPESTRE DO MARANHAO";"MA";"Pequeno Porte I";"0,000000000000000000";"116,56006716507997112";"1. Despertados (Efeito Indutor)"
"2102606";"CANDIDO MENDES";"MA";"Pequeno Porte I";"5,083074296113826662";"135,14718035958730979";"1. Despertados (Efeito Indutor)"
"2102705";"CANTANHEDE";"MA";"Pequeno Porte II";"15,291640754261946356";"63,47327741386040856";"1. Despertados (Efeito Indutor)"
"2102754";"CAPINZAL DO NORTE";"MA";"Pequeno Porte I";"6,168840512945516608";"32,75675063608459681";"1. Despertados (Efeito Indutor)"
"2102804";"CAROLINA";"MA";"Pequeno Porte II";"36,236528465734778592";"102,10585476487717926";"1. Despertados (Efeito Indutor)"
"2102903";"CARUTAPERA";"MA";"Pequeno Porte II";"0,000000000000000000";"61,43697989831956363";"1. Despertados (Efeito Indutor)"
"2103000";"CAXIAS";"MA";"Grande Porte";"9,946594298074259655";"29,97952216713019880";"1. Despertados (Efeito Indutor)"
"2103109";"CEDRAL";"MA";"Pequeno Porte I";"3,384401997454283162";"10,97625129248447173";"1. Despertados (Efeito Indutor)"
"2103125";"CENTRAL DO MARANHAO";"MA";"Pequeno Porte I";"0,000000000000000000";"149,00278423962114971";"1. Despertados (Efeito Indutor)"
"2103158";"CENTRO DO GUILHERME";"MA";"Pequeno Porte I";"34,707205693965853754";"96,54130140569355945";"1. Despertados (Efeito Indutor)"
"2103174";"CENTRO NOVO DO MARANHAO";"MA";"Pequeno Porte I";"36,683411352007176731";"91,29773040661866901";"1. Despertados (Efeito Indutor)"
"2103208";"CHAPADINHA";"MA";"Médio Porte";"9,010750480465638645";"44,25852222842625849";"1. Despertados (Efeito Indutor)"
"2103257";"CIDELANDIA";"MA";"Pequeno Porte I";"0,000000000000000000";"104,43815727808471649";"1. Despertados (Efeito Indutor)"
"2103307";"CODO";"MA";"Grande Porte";"4,183073101462640331";"44,89710398359939347";"1. Despertados (Efeito Indutor)"
"2103406";"COELHO NETO";"MA";"Pequeno Porte II";"15,626139724706025191";"87,71230543445437888";"1. Despertados (Efeito Indutor)"
"2103505";"COLINAS";"MA";"Pequeno Porte II";"30,504115075136756019";"64,92197510937984362";"1. Despertados (Efeito Indutor)"
"2103554";"CONCEICAO DO LAGO-ACU";"MA";"Pequeno Porte I";"37,974446750002925910";"36,18589864040578874";"2. Constantes (Sustentabilidade)"
"2103604";"COROATA";"MA";"Médio Porte";"15,008812819602621147";"14,78162687071813508";"2. Constantes (Sustentabilidade)"
"2103703";"CURURUPU";"MA";"Pequeno Porte II";"0,000000000000000000";"72,53932473538364434";"1. Despertados (Efeito Indutor)"
"2103752";"DAVINOPOLIS";"MA";"Pequeno Porte I";"32,492229250869570478";"86,58101608452852815";"1. Despertados (Efeito Indutor)"
"2103802";"DOM PEDRO";"MA";"Pequeno Porte II";"17,242809306037212735";"33,19902750381344703";"1. Despertados (Efeito Indutor)"
"2103901";"DUQUE BACELAR";"MA";"Pequeno Porte I";"7,614188961786222620";"24,08781560409103761";"1. Despertados (Efeito Indutor)"
"2104008";"ESPERANTINOPOLIS";"MA";"Pequeno Porte I";"8,668498997685246010";"29,49812002797357735";"1. Despertados (Efeito Indutor)"
"2104057";"ESTREITO";"MA";"Pequeno Porte II";"38,075672336644302618";"123,76538668857861580";"1. Despertados (Efeito Indutor)"
"2104073";"FEIRA NOVA DO MARANHAO";"MA";"Pequeno Porte I";"17,806249411506406943";"35,69472270839091266";"1. Despertados (Efeito Indutor)"
"2104081";"FERNANDO FALCAO";"MA";"Pequeno Porte I";"31,559029745055877214";"28,18734792871836703";"2. Constantes (Sustentabilidade)"
"2104099";"FORMOSA DA SERRA NEGRA";"MA";"Pequeno Porte I";"0,000000000000000000";"20,22261630427368218";"1. Despertados (Efeito Indutor)"
"2104107";"FORTALEZA DOS NOGUEIRAS";"MA";"Pequeno Porte I";"53,479726588012731270";"35,18789091068263275";"4. Efeito Substituição (Retração Local)"
"2104206";"FORTUNA";"MA";"Pequeno Porte I";"5,365358064518723324";"99,31750096789426152";"1. Despertados (Efeito Indutor)"
"2104305";"GODOFREDO VIANA";"MA";"Pequeno Porte I";"160,931495532847861796";"83,50021740842204565";"4. Efeito Substituição (Retração Local)"
"2104404";"GONCALVES DIAS";"MA";"Pequeno Porte I";"33,390310035821300971";"53,94406273025086307";"1. Despertados (Efeito Indutor)"
"2104503";"GOVERNADOR ARCHER";"MA";"Pequeno Porte I";"40,907901896255573604";"31,29632628744908729";"2. Constantes (Sustentabilidade)"
"2104552";"GOVERNADOR EDISON LOBAO";"MA";"Pequeno Porte I";"15,268014454282418768";"6,68522959223517788";"4. Efeito Substituição (Retração Local)"
"2104602";"GOVERNADOR EUGENIO BARROS";"MA";"Pequeno Porte I";"29,279298465178914768";"13,52837518189411981";"4. Efeito Substituição (Retração Local)"
"2104628";"GOVERNADOR LUIZ ROCHA";"MA";"Pequeno Porte I";"0,000000000000000000";"47,27985594533801361";"1. Despertados (Efeito Indutor)"
"2104651";"GOVERNADOR NEWTON BELLO";"MA";"Pequeno Porte I";"0,000000000000000000";"123,13332511750651577";"1. Despertados (Efeito Indutor)"
"2104677";"GOVERNADOR NUNES FREIRE";"MA";"Pequeno Porte II";"19,888643420967998310";"65,00775203116343448";"1. Despertados (Efeito Indutor)"
"2104701";"GRACA ARANHA";"MA";"Pequeno Porte I";"1,391798633862078249";"12,75858407278453299";"1. Despertados (Efeito Indutor)"
"2104800";"GRAJAU";"MA";"Médio Porte";"2,929192879370745572";"87,86471953716547034";"1. Despertados (Efeito Indutor)"
"2104909";"GUIMARAES";"MA";"Pequeno Porte I";"39,028499457656934624";"75,44838061960695086";"1. Despertados (Efeito Indutor)"
"2105005";"HUMBERTO DE CAMPOS";"MA";"Pequeno Porte II";"35,900602655896278748";"73,99414619223166767";"1. Despertados (Efeito Indutor)"
"2105104";"ICATU";"MA";"Pequeno Porte II";"0,000000000000000000";"9,08443172727866610";"1. Despertados (Efeito Indutor)"
"2105153";"IGARAPE DO MEIO";"MA";"Pequeno Porte I";"53,065232359055883649";"132,99760907599272741";"1. Despertados (Efeito Indutor)"
"2105203";"IGARAPE GRANDE";"MA";"Pequeno Porte I";"80,225576574134592533";"53,46775277637708257";"4. Efeito Substituição (Retração Local)"
"2105302";"IMPERATRIZ";"MA";"Grande Porte";"15,103504715090201316";"11,69282319288397076";"2. Constantes (Sustentabilidade)"
"2105351";"ITAIPAVA DO GRAJAU";"MA";"Pequeno Porte I";"4,359809894034084365";"31,34486526479161483";"1. Despertados (Efeito Indutor)"
"2105401";"ITAPECURU MIRIM";"MA";"Médio Porte";"8,268702422290123977";"41,85905848817679953";"1. Despertados (Efeito Indutor)"
"2105427";"ITINGA DO MARANHAO";"MA";"Pequeno Porte II";"7,521611170988166784";"32,12265278531362611";"1. Despertados (Efeito Indutor)"
"2105450";"JATOBA";"MA";"Pequeno Porte I";"29,157969623996407904";"117,36835908643709558";"1. Despertados (Efeito Indutor)"
"2105476";"JENIPAPO DOS VIEIRAS";"MA";"Pequeno Porte I";"7,611264153603620741";"7,73517527198990607";"2. Constantes (Sustentabilidade)"
"2105500";"JOAO LISBOA";"MA";"Pequeno Porte II";"9,977576395419402999";"37,52464711502696559";"1. Despertados (Efeito Indutor)"
"2105609";"JOSELANDIA";"MA";"Pequeno Porte I";"4,311109585457892912";"27,17528244126804537";"1. Despertados (Efeito Indutor)"
"2105658";"JUNCO DO MARANHAO";"MA";"Pequeno Porte I";"20,318427088692814664";"34,44456999875390579";"1. Despertados (Efeito Indutor)"
"2105708";"LAGO DA PEDRA";"MA";"Pequeno Porte II";"29,234834946689215229";"29,51788977258582491";"2. Constantes (Sustentabilidade)"
"2105807";"LAGO DO JUNCO";"MA";"Pequeno Porte I";"20,872139423044558271";"83,04734123847578076";"1. Despertados (Efeito Indutor)"
"2105906";"LAGO VERDE";"MA";"Pequeno Porte I";"6,603638562286485048";"128,24398165543618688";"1. Despertados (Efeito Indutor)"
"2105922";"LAGOA DO MATO";"MA";"Pequeno Porte I";"21,938051751349348706";"15,67923803407516559";"2. Constantes (Sustentabilidade)"
"2105948";"LAGO DOS RODRIGUES";"MA";"Pequeno Porte I";"16,341856027546420194";"65,97608389200954093";"1. Despertados (Efeito Indutor)"
"2105963";"LAGOA GRANDE DO MARANHAO";"MA";"Pequeno Porte I";"7,132828862663934899";"0,00000000000000000";"4. Efeito Substituição (Retração Local)"
"2105989";"LAJEADO NOVO";"MA";"Pequeno Porte I";"0,000000000000000000";"7,30177076460787955";"1. Despertados (Efeito Indutor)"
"2106003";"LIMA CAMPOS";"MA";"Pequeno Porte I";"64,470447163256608292";"153,08558326075200284";"1. Despertados (Efeito Indutor)"
"2106102";"LORETO";"MA";"Pequeno Porte I";"27,212116622872894567";"135,27165822562540143";"1. Despertados (Efeito Indutor)"
"2106201";"LUIS DOMINGUES";"MA";"Pequeno Porte I";"13,586921009926703263";"6,99790751756339802";"2. Constantes (Sustentabilidade)"
"2106300";"MAGALHAES DE ALMEIDA";"MA";"Pequeno Porte I";"15,530818012358588831";"55,20469717844346746";"1. Despertados (Efeito Indutor)"
"2106326";"MARACACUME";"MA";"Pequeno Porte II";"0,000000000000000000";"9,43425867199054835";"1. Despertados (Efeito Indutor)"
"2106359";"MARAJA DO SENA";"MA";"Pequeno Porte I";"0,000000000000000000";"70,16572194167031284";"1. Despertados (Efeito Indutor)"
"2106409";"MATA ROMA";"MA";"Pequeno Porte I";"39,188412374877557909";"88,81651231167592186";"1. Despertados (Efeito Indutor)"
"2106508";"MATINHA";"MA";"Pequeno Porte II";"48,133932628721836977";"25,50056767263190594";"4. Efeito Substituição (Retração Local)"
"2106607";"MATOES";"MA";"Pequeno Porte II";"15,239635959967387180";"55,55536506019380738";"1. Despertados (Efeito Indutor)"
"2106631";"MATOES DO NORTE";"MA";"Pequeno Porte I";"0,000000000000000000";"44,80397139355531522";"1. Despertados (Efeito Indutor)"
"2106672";"MILAGRES DO MARANHAO";"MA";"Pequeno Porte I";"0,000000000000000000";"5,11516811530048887";"1. Despertados (Efeito Indutor)"
"2106706";"MIRADOR";"MA";"Pequeno Porte II";"7,218443374803443113";"38,16185401806942679";"1. Despertados (Efeito Indutor)"
"2106755";"MIRANDA DO NORTE";"MA";"Pequeno Porte II";"12,700200741372377422";"138,02512790588025382";"1. Despertados (Efeito Indutor)"
"2106805";"MIRINZAL";"MA";"Pequeno Porte I";"0,000000000000000000";"74,65409727772862425";"1. Despertados (Efeito Indutor)"
"2106904";"MONCAO";"MA";"Pequeno Porte II";"24,075787433626029355";"72,22169790374597653";"1. Despertados (Efeito Indutor)"
"2107001";"MONTES ALTOS";"MA";"Pequeno Porte I";"30,515287291868020247";"27,77326635836345758";"2. Constantes (Sustentabilidade)"
"2107100";"MORROS";"MA";"Pequeno Porte I";"15,093088376277083995";"46,73392270547715555";"1. Despertados (Efeito Indutor)"
"2107209";"NINA RODRIGUES";"MA";"Pequeno Porte I";"2,878721397630182199";"8,90761275498408622";"1. Despertados (Efeito Indutor)"
"2107258";"NOVA COLINAS";"MA";"Pequeno Porte I";"8,491192341408369870";"68,61531113725460784";"1. Despertados (Efeito Indutor)"
"2107308";"NOVA IORQUE";"MA";"Pequeno Porte I";"7,899973576344286208";"95,19275149368017708";"1. Despertados (Efeito Indutor)"
"2107357";"NOVA OLINDA DO MARANHAO";"MA";"Pequeno Porte I";"69,671525198304806281";"95,40454798384064361";"1. Despertados (Efeito Indutor)"
"2107407";"OLHO D'AGUA DAS CUNHAS";"MA";"Pequeno Porte I";"95,554326637189689109";"65,35278499269583108";"4. Efeito Substituição (Retração Local)"
"2107456";"OLINDA NOVA DO MARANHAO";"MA";"Pequeno Porte I";"55,496744985260306748";"84,88733891184270419";"1. Despertados (Efeito Indutor)"
"2107506";"PACO DO LUMIAR";"MA";"Grande Porte";"25,584153781292471308";"12,28701391235325957";"4. Efeito Substituição (Retração Local)"
"2107605";"PALMEIRANDIA";"MA";"Pequeno Porte II";"18,234997221922544242";"54,25780782391471746";"1. Despertados (Efeito Indutor)"
"2107704";"PARAIBANO";"MA";"Pequeno Porte I";"8,451431870510852207";"43,69373134903179334";"1. Despertados (Efeito Indutor)"
"2107803";"PARNARAMA";"MA";"Pequeno Porte II";"8,574399027553209152";"59,15274202870718057";"1. Despertados (Efeito Indutor)"
"2107902";"PASSAGEM FRANCA";"MA";"Pequeno Porte I";"13,243139980960762614";"44,08513553995324230";"1. Despertados (Efeito Indutor)"
"2108009";"PASTOS BONS";"MA";"Pequeno Porte I";"10,389453481781703914";"73,49658608061696441";"1. Despertados (Efeito Indutor)"
"2108058";"PAULINO NEVES";"MA";"Pequeno Porte I";"12,883150860253339332";"40,19543457762973304";"1. Despertados (Efeito Indutor)"
"2108108";"PAULO RAMOS";"MA";"Pequeno Porte II";"0,000000000000000000";"111,23614618028432233";"1. Despertados (Efeito Indutor)"
"2108207";"PEDREIRAS";"MA";"Pequeno Porte II";"53,516503887505749049";"55,23407726084548131";"2. Constantes (Sustentabilidade)"
"2108256";"PEDRO DO ROSARIO";"MA";"Pequeno Porte II";"5,502775330877163640";"53,35613471205972758";"1. Despertados (Efeito Indutor)"
"2108306";"PENALVA";"MA";"Pequeno Porte II";"30,541047852257982242";"58,13428683700436039";"1. Despertados (Efeito Indutor)"
"2108405";"PERI MIRIM";"MA";"Pequeno Porte I";"0,000000000000000000";"79,71182817974812451";"1. Despertados (Efeito Indutor)"
"2108454";"PERITORO";"MA";"Pequeno Porte II";"32,161481436591486727";"77,76697058536612417";"1. Despertados (Efeito Indutor)"
"2108504";"PINDARE-MIRIM";"MA";"Pequeno Porte II";"24,800938517552857832";"98,06865889355586319";"1. Despertados (Efeito Indutor)"
"2108603";"PINHEIRO";"MA";"Médio Porte";"8,452787401771869824";"49,57831395418916998";"1. Despertados (Efeito Indutor)"
"2108702";"PIO XII";"MA";"Pequeno Porte II";"49,750642823177862795";"34,28968095287250151";"4. Efeito Substituição (Retração Local)"
"2108801";"PIRAPEMAS";"MA";"Pequeno Porte I";"49,712472376922214323";"67,22296206878876035";"1. Despertados (Efeito Indutor)"
"2108900";"POCAO DE PEDRAS";"MA";"Pequeno Porte I";"34,843749572176371032";"84,87960099068259012";"1. Despertados (Efeito Indutor)"
"2109007";"PORTO FRANCO";"MA";"Pequeno Porte II";"76,394963421863522512";"166,47222354612557638";"1. Despertados (Efeito Indutor)"
"2109056";"PORTO RICO DO MARANHAO";"MA";"Pequeno Porte I";"10,849410313975687004";"44,80220951279206076";"1. Despertados (Efeito Indutor)"
"2109106";"PRESIDENTE DUTRA";"MA";"Pequeno Porte II";"29,835968224566066453";"30,21416232669860591";"2. Constantes (Sustentabilidade)"
"2109205";"PRESIDENTE JUSCELINO";"MA";"Pequeno Porte I";"0,834515670537660847";"0,39981826325584086";"2. Constantes (Sustentabilidade)"
"2109270";"PRESIDENTE SARNEY";"MA";"Pequeno Porte I";"13,582048325701068237";"120,60567732392665619";"1. Despertados (Efeito Indutor)"
"2109304";"PRESIDENTE VARGAS";"MA";"Pequeno Porte I";"9,412832207049115496";"96,62161502430976157";"1. Despertados (Efeito Indutor)"
"2109403";"PRIMEIRA CRUZ";"MA";"Pequeno Porte I";"0,000000000000000000";"87,13680897829478056";"1. Despertados (Efeito Indutor)"
"2109452";"RAPOSA";"MA";"Pequeno Porte II";"19,908957604943420705";"15,19197206017022239";"2. Constantes (Sustentabilidade)"
"2109502";"RIACHAO";"MA";"Pequeno Porte II";"0,000000000000000000";"27,80865181656640317";"1. Despertados (Efeito Indutor)"
"2109551";"RIBAMAR FIQUENE";"MA";"Pequeno Porte I";"0,000000000000000000";"5,48561900326405194";"1. Despertados (Efeito Indutor)"
"2109601";"ROSARIO";"MA";"Pequeno Porte II";"37,073156614956708665";"39,14088200668050632";"2. Constantes (Sustentabilidade)"
"2109700";"SAMBAIBA";"MA";"Pequeno Porte I";"43,458459611358648544";"150,56974865391129015";"1. Despertados (Efeito Indutor)"
"2109759";"SANTA FILOMENA DO MARANHAO";"MA";"Pequeno Porte I";"19,430016853481422601";"43,47947741436379943";"1. Despertados (Efeito Indutor)"
"2109809";"SANTA HELENA";"MA";"Pequeno Porte II";"21,714057085050939122";"10,56869729011072501";"4. Efeito Substituição (Retração Local)"
"2109908";"SANTA INES";"MA";"Médio Porte";"0,000000000000000000";"39,57461644182144767";"1. Despertados (Efeito Indutor)"
"2110005";"SANTA LUZIA";"MA";"Médio Porte";"20,431478188349082359";"55,95034026120607962";"1. Despertados (Efeito Indutor)"
"2110039";"SANTA LUZIA DO PARUA";"MA";"Pequeno Porte II";"0,000000000000000000";"27,30023228347305775";"1. Despertados (Efeito Indutor)"
"2110104";"SANTA QUITERIA DO MARANHAO";"MA";"Pequeno Porte II";"10,200117280726091806";"38,75945701563793477";"1. Despertados (Efeito Indutor)"
"2110203";"SANTA RITA";"MA";"Pequeno Porte II";"15,077544094764839144";"23,05499602068127629";"2. Constantes (Sustentabilidade)"
"2110237";"SANTANA DO MARANHAO";"MA";"Pequeno Porte I";"0,000000000000000000";"9,42437685407304038";"1. Despertados (Efeito Indutor)"
"2110278";"SANTO AMARO DO MARANHAO";"MA";"Pequeno Porte I";"24,381807260228882228";"52,27646014007899566";"1. Despertados (Efeito Indutor)"
"2110401";"SAO BENEDITO DO RIO PRETO";"MA";"Pequeno Porte I";"73,869808821478770255";"46,15005022776502841";"4. Efeito Substituição (Retração Local)"
"2110500";"SAO BENTO";"MA";"Pequeno Porte II";"43,326118889890885555";"20,67534077439665907";"4. Efeito Substituição (Retração Local)"
"2110609";"SAO BERNARDO";"MA";"Pequeno Porte II";"12,268931769827666756";"25,06286494610079529";"1. Despertados (Efeito Indutor)"
"2110658";"SAO DOMINGOS DO AZEITAO";"MA";"Pequeno Porte I";"29,676616003177962000";"0,00000000000000000";"4. Efeito Substituição (Retração Local)"
"2110708";"SAO DOMINGOS DO MARANHAO";"MA";"Pequeno Porte II";"6,210338392160592136";"60,69503782646454226";"1. Despertados (Efeito Indutor)"
"2110807";"SAO FELIX DE BALSAS";"MA";"Pequeno Porte I";"1,085917034687967186";"112,68669331030110925";"1. Despertados (Efeito Indutor)"
"2110856";"SAO FRANCISCO DO BREJAO";"MA";"Pequeno Porte I";"13,840263587215272167";"156,23033209478035133";"1. Despertados (Efeito Indutor)"
"2110906";"SAO FRANCISCO DO MARANHAO";"MA";"Pequeno Porte I";"0,000000000000000000";"97,36112689818079957";"1. Despertados (Efeito Indutor)"
"2111003";"SAO JOAO BATISTA";"MA";"Pequeno Porte I";"39,431787336595796489";"88,03909877156252151";"1. Despertados (Efeito Indutor)"
"2111029";"SAO JOAO DO CARU";"MA";"Pequeno Porte I";"12,016664566538896253";"1,32106529312786369";"4. Efeito Substituição (Retração Local)"
"2111052";"SAO JOAO DO PARAISO";"MA";"Pequeno Porte I";"19,371798177958741149";"49,46023888088724618";"1. Despertados (Efeito Indutor)"
"2111078";"SAO JOAO DO SOTER";"MA";"Pequeno Porte I";"31,830157085335518019";"68,39436994433717132";"1. Despertados (Efeito Indutor)"
"2111102";"SAO JOAO DOS PATOS";"MA";"Pequeno Porte II";"24,813762509125925959";"6,86724709571642578";"4. Efeito Substituição (Retração Local)"
"2111201";"SAO JOSE DE RIBAMAR";"MA";"Grande Porte";"24,390254056605833455";"4,97546146296285130";"4. Efeito Substituição (Retração Local)"
"2111250";"SAO JOSE DOS BASILIOS";"MA";"Pequeno Porte I";"0,000000000000000000";"108,19121762031333844";"1. Despertados (Efeito Indutor)"
"2111300";"SAO LUIS";"MA";"Metrópole";"0,000000000000000000";"49,15491385897713883";"1. Despertados (Efeito Indutor)"
"2111409";"SAO LUIS GONZAGA DO MARANHAO";"MA";"Pequeno Porte I";"3,350985385652446524";"33,50856327765511367";"1. Despertados (Efeito Indutor)"
"2111508";"SAO MATEUS DO MARANHAO";"MA";"Pequeno Porte II";"11,934936999498217958";"81,64496641562405443";"1. Despertados (Efeito Indutor)"
"2111532";"SAO PEDRO DA AGUA BRANCA";"MA";"Pequeno Porte I";"8,131982295982341569";"53,38563116027307132";"1. Despertados (Efeito Indutor)"
"2111573";"SAO PEDRO DOS CRENTES";"MA";"Pequeno Porte I";"23,866752524720290296";"100,69925196398932599";"1. Despertados (Efeito Indutor)"
"2111607";"SAO RAIMUNDO DAS MANGABEIRAS";"MA";"Pequeno Porte I";"4,036047771360219194";"160,25105870476619430";"1. Despertados (Efeito Indutor)"
"2111631";"SAO RAIMUNDO DO DOCA BEZERRA";"MA";"Pequeno Porte I";"34,948902429020940019";"88,05379938041764376";"1. Despertados (Efeito Indutor)"
"2111672";"SAO ROBERTO";"MA";"Pequeno Porte I";"30,342576386814997136";"73,37171461901399994";"1. Despertados (Efeito Indutor)"
"2111706";"SAO VICENTE FERRER";"MA";"Pequeno Porte I";"0,000000000000000000";"44,59778722182262811";"1. Despertados (Efeito Indutor)"
"2111722";"SATUBINHA";"MA";"Pequeno Porte I";"7,353983266098730098";"0,00000000000000000";"4. Efeito Substituição (Retração Local)"
"2111748";"SENADOR ALEXANDRE COSTA";"MA";"Pequeno Porte I";"4,514330338212610094";"53,59039560108723776";"1. Despertados (Efeito Indutor)"
"2111763";"SENADOR LA ROCQUE";"MA";"Pequeno Porte I";"0,000000000000000000";"14,16935885262021877";"1. Despertados (Efeito Indutor)"
"2111789";"SERRANO DO MARANHAO";"MA";"Pequeno Porte I";"0,000000000000000000";"51,97158256580470237";"1. Despertados (Efeito Indutor)"
"2111805";"SITIO NOVO";"MA";"Pequeno Porte I";"24,154356790248314724";"53,36960945990698235";"1. Despertados (Efeito Indutor)"
"2111904";"SUCUPIRA DO NORTE";"MA";"Pequeno Porte I";"30,999806196297985394";"10,24254377757807966";"4. Efeito Substituição (Retração Local)"
"2112001";"TASSO FRAGOSO";"MA";"Pequeno Porte I";"108,710228701121820905";"191,20431415874932668";"1. Despertados (Efeito Indutor)"
"2112100";"TIMBIRAS";"MA";"Pequeno Porte II";"21,659564049139376607";"72,43407485656298661";"1. Despertados (Efeito Indutor)"
"2112209";"TIMON";"MA";"Grande Porte";"18,216383798573048125";"31,98062053124299808";"1. Despertados (Efeito Indutor)"
"2112233";"TRIZIDELA DO VALE";"MA";"Pequeno Porte II";"7,854793123835902335";"54,07783198014745096";"1. Despertados (Efeito Indutor)"
"2112274";"TUFILANDIA";"MA";"Pequeno Porte I";"8,104958270982015378";"28,90222298997220562";"1. Despertados (Efeito Indutor)"
"2112308";"TUNTUM";"MA";"Pequeno Porte II";"3,142464911811997386";"31,39284716909012474";"1. Despertados (Efeito Indutor)"
"2112407";"TURIACU";"MA";"Pequeno Porte II";"0,000000000000000000";"37,82807947374310942";"1. Despertados (Efeito Indutor)"
"2112456";"TURILANDIA";"MA";"Pequeno Porte II";"8,873436532481228767";"48,92902750502054232";"1. Despertados (Efeito Indutor)"
"2112506";"TUTOIA";"MA";"Médio Porte";"29,535668917254032095";"41,70495221881802905";"1. Despertados (Efeito Indutor)"
"2112605";"URBANO SANTOS";"MA";"Pequeno Porte II";"12,603075805840393997";"30,66723235106125145";"1. Despertados (Efeito Indutor)"
"2112704";"VARGEM GRANDE";"MA";"Pequeno Porte II";"31,081699465755843192";"26,35098994861521149";"2. Constantes (Sustentabilidade)"
"2112803";"VIANA";"MA";"Médio Porte";"24,168128226905857048";"41,79477688016360304";"1. Despertados (Efeito Indutor)"
"2112852";"VILA NOVA DOS MARTIRIOS";"MA";"Pequeno Porte I";"24,063493686192568788";"26,53466992188295137";"2. Constantes (Sustentabilidade)"
"2112902";"VITORIA DO MEARIM";"MA";"Pequeno Porte II";"1,023324974406514709";"98,95179175779401248";"1. Despertados (Efeito Indutor)"
"2114007";"ZE DOCA";"MA";"Pequeno Porte II";"0,956684148936007506";"92,70538977901472322";"1. Despertados (Efeito Indutor)"
"2200053";"ACAUA";"PI";"Pequeno Porte I";"12,435315340307411702";"0,00000000000000000";"4. Efeito Substituição (Retração Local)"
"2200103";"AGRICOLANDIA";"PI";"Pequeno Porte I";"3,220925196607720142";"177,27901526146635547";"1. Despertados (Efeito Indutor)"
"2200202";"AGUA BRANCA";"PI";"Pequeno Porte I";"53,880661955050065615";"143,37124000264503820";"1. Despertados (Efeito Indutor)"
"2200251";"ALAGOINHA DO PIAUI";"PI";"Pequeno Porte I";"12,508951400557416278";"0,00000000000000000";"4. Efeito Substituição (Retração Local)"
"2200277";"ALEGRETE DO PIAUI";"PI";"Pequeno Porte I";"13,806053965239726722";"31,22611210669640158";"1. Despertados (Efeito Indutor)"
"2200301";"ALTO LONGA";"PI";"Pequeno Porte I";"9,379971245879772823";"16,40170211026203262";"1. Despertados (Efeito Indutor)"
"2200400";"ALTOS";"PI";"Pequeno Porte II";"16,973428503115886912";"29,20713165088682217";"1. Despertados (Efeito Indutor)"
"2200459";"ALVORADA DO GURGUEIA";"PI";"Pequeno Porte I";"15,867679817201628012";"20,20703212625073419";"2. Constantes (Sustentabilidade)"
"2200509";"AMARANTE";"PI";"Pequeno Porte I";"46,427539330412074037";"139,02519163170123306";"1. Despertados (Efeito Indutor)"
"2200608";"ANGICAL DO PIAUI";"PI";"Pequeno Porte I";"6,623053817346930217";"85,54968162600206938";"1. Despertados (Efeito Indutor)"
"2200707";"ANISIO DE ABREU";"PI";"Pequeno Porte I";"18,524696319132981870";"73,01592132288615744";"1. Despertados (Efeito Indutor)"
"2200806";"ANTONIO ALMEIDA";"PI";"Pequeno Porte I";"101,093307062641557081";"158,20117423244545307";"1. Despertados (Efeito Indutor)"
"2200905";"AROAZES";"PI";"Pequeno Porte I";"4,733211554535738941";"142,04992613089902420";"1. Despertados (Efeito Indutor)"
"2200954";"AROEIRAS DO ITAIM";"PI";"Pequeno Porte I";"0,000000000000000000";"38,34636471979636951";"1. Despertados (Efeito Indutor)"
"2201002";"ARRAIAL";"PI";"Pequeno Porte I";"15,374956039541228137";"118,78594633330169472";"1. Despertados (Efeito Indutor)"
"2201101";"AVELINO LOPES";"PI";"Pequeno Porte I";"4,148243859828657065";"1,38388872235081095";"2. Constantes (Sustentabilidade)"
