Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Empregabilidade;siconfi-cor_RREO2TotalDespesas;100000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Fomento ao Trabalho;siconfi-cor_RREO2TotalDespesas;7619200
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU11 - Administração Geral;siconfi-cor_RREO2TotalDespesas;17020600
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU11 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;100000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Educação;siconfi-cor_RREO2TotalDespesas;2954264500
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Ensino Fundamental;siconfi-cor_RREO2TotalDespesas;920799600
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Ensino Médio;siconfi-cor_RREO2TotalDespesas;1198910700
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Ensino Profissional;siconfi-cor_RREO2TotalDespesas;52807200
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Ensino Superior;siconfi-cor_RREO2TotalDespesas;151469514
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Educação Infantil;siconfi-cor_RREO2TotalDespesas;11246700
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Educação Básica;siconfi-cor_RREO2TotalDespesas;1617300
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU12 - Administração Geral;siconfi-cor_RREO2TotalDespesas;606703886
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU12 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;10709600
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Cultura;siconfi-cor_RREO2TotalDespesas;77075400
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Patrimônio Histórico Artístico e Arqueológico;siconfi-cor_RREO2TotalDespesas;589000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Difusão Cultural;siconfi-cor_RREO2TotalDespesas;70375500
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU13 - Administração Geral;siconfi-cor_RREO2TotalDespesas;6110900
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Direitos da Cidadania;siconfi-cor_RREO2TotalDespesas;541973220
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Custódia e Reintegração Social;siconfi-cor_RREO2TotalDespesas;523798200
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Direitos Individuais Coletivos e Difusos;siconfi-cor_RREO2TotalDespesas;18165020
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Assistência aos Povos Indígenas;siconfi-cor_RREO2TotalDespesas;10000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Urbanismo;siconfi-cor_RREO2TotalDespesas;1000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Infra-Estrutura Urbana;siconfi-cor_RREO2TotalDespesas;1000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Habitação;siconfi-cor_RREO2TotalDespesas;160120900
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Habitação Urbana;siconfi-cor_RREO2TotalDespesas;133460000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU16 - Administração Geral;siconfi-cor_RREO2TotalDespesas;20974600
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU16 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;5686300
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Saneamento;siconfi-cor_RREO2TotalDespesas;810112250
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Saneamento Básico Urbano;siconfi-cor_RREO2TotalDespesas;3002950
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU17 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;807109300
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Gestão Ambiental;siconfi-cor_RREO2TotalDespesas;120392643
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Preservação e Conservação Ambiental;siconfi-cor_RREO2TotalDespesas;47810200
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Controle Ambiental;siconfi-cor_RREO2TotalDespesas;36000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Recuperação de Áreas Degradadas;siconfi-cor_RREO2TotalDespesas;19470000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Recursos Hídricos;siconfi-cor_RREO2TotalDespesas;1010000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Meteorologia;siconfi-cor_RREO2TotalDespesas;741700
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU18 - Administração Geral;siconfi-cor_RREO2TotalDespesas;46324743
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU18 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;5000000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Ciência e Tecnologia;siconfi-cor_RREO2TotalDespesas;99695100
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Difusão do Conhecimento Científico e Tecnológico;siconfi-cor_RREO2TotalDespesas;99695100
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Agricultura;siconfi-cor_RREO2TotalDespesas;319697400
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Abastecimento;siconfi-cor_RREO2TotalDespesas;16800000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Extensão Rural;siconfi-cor_RREO2TotalDespesas;56234400
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Promoção da Produção Agropecuária;siconfi-cor_RREO2TotalDespesas;60774300
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Defesa Agropecuária;siconfi-cor_RREO2TotalDespesas;105056600
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU20 - Administração Geral;siconfi-cor_RREO2TotalDespesas;74343400
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU20 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;6488700
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Organização Agrária;siconfi-cor_RREO2TotalDespesas;5417200
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Reforma Agrária;siconfi-cor_RREO2TotalDespesas;5417200
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Indústria;siconfi-cor_RREO2TotalDespesas;3000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU22 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;3000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Comércio e Serviços;siconfi-cor_RREO2TotalDespesas;147811600
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Promoção Comercial;siconfi-cor_RREO2TotalDespesas;105448203
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Comercialização;siconfi-cor_RREO2TotalDespesas;5269597
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Turismo;siconfi-cor_RREO2TotalDespesas;13797300
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU23 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;23296500
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Energia;siconfi-cor_RREO2TotalDespesas;24842200
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Energia Elétrica;siconfi-cor_RREO2TotalDespesas;24142200
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU25 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;700000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Transporte;siconfi-cor_RREO2TotalDespesas;2293147874
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Transporte Rodoviário;siconfi-cor_RREO2TotalDespesas;2169601591
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Transportes Especiais;siconfi-cor_RREO2TotalDespesas;4500000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;FU26 - Administração Geral;siconfi-cor_RREO2TotalDespesas;119046283
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Desporto e Lazer;siconfi-cor_RREO2TotalDespesas;31880900
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Desporto de Rendimento;siconfi-cor_RREO2TotalDespesas;22609800
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Desporto Comunitário;siconfi-cor_RREO2TotalDespesas;9271100
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Encargos Especiais;siconfi-cor_RREO2TotalDespesas;1266423900
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Refinanciamento da Dívida Interna;siconfi-cor_RREO2TotalDespesas;416950900
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Serviço da Dívida Interna;siconfi-cor_RREO2TotalDespesas;273721800
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Serviço da Dívida Externa;siconfi-cor_RREO2TotalDespesas;152904400
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Transferências;siconfi-cor_RREO2TotalDespesas;1000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Outros Encargos Especiais;siconfi-cor_RREO2TotalDespesas;422845800
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;Reserva de Contingência;siconfi-cor_RREO2TotalDespesas;207642200
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;DESPESAS (INTRA-ORÇAMENTÁRIAS) (II);siconfi-cor_RREO2TotalDespesas;1390597761
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO INICIAL;TOTAL (III) = (I + II);siconfi-cor_RREO2TotalDespesas;25488531930
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);siconfi-cor_RREO2TotalDespesas;26895198848
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Legislativa;siconfi-cor_RREO2TotalDespesas;806731440
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Ação Legislativa;siconfi-cor_RREO2TotalDespesas;446619404,5
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Controle Externo;siconfi-cor_RREO2TotalDespesas;358737595
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU01 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;1374440,55
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Judiciária;siconfi-cor_RREO2TotalDespesas;1613456942
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Ação Judiciária;siconfi-cor_RREO2TotalDespesas;1546053579
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU02 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;67403363
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Essencial à Justiça;siconfi-cor_RREO2TotalDespesas;1249674441
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Defesa da Ordem Jurídica;siconfi-cor_RREO2TotalDespesas;694966510,6
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Representação Judicial e Extrajudicial;siconfi-cor_RREO2TotalDespesas;140406541,6
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU03 - Administração Geral;siconfi-cor_RREO2TotalDespesas;44557193,65
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU03 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;369744195,5
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Administração;siconfi-cor_RREO2TotalDespesas;1712113280
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU04 - Administração Geral;siconfi-cor_RREO2TotalDespesas;853707184,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Administração Financeira;siconfi-cor_RREO2TotalDespesas;678335248,1
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Controle Interno;siconfi-cor_RREO2TotalDespesas;102643950,8
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Tecnologia da Informação;siconfi-cor_RREO2TotalDespesas;4554435,28
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Formação de Recursos Humanos;siconfi-cor_RREO2TotalDespesas;12027239,21
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU04 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;60845222,06
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Segurança Pública;siconfi-cor_RREO2TotalDespesas;2295507339
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Policiamento;siconfi-cor_RREO2TotalDespesas;1329603874
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU06 - Administração Geral;siconfi-cor_RREO2TotalDespesas;903142002,8
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU06 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;62761462,4
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Assistência Social;siconfi-cor_RREO2TotalDespesas;634459422,1
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Assistência ao Idoso;siconfi-cor_RREO2TotalDespesas;3312263,55
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Assistência ao Portador de Deficiência;siconfi-cor_RREO2TotalDespesas;3010000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Assistência à Criança e ao Adolescente;siconfi-cor_RREO2TotalDespesas;7949300
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Assistência Comunitária;siconfi-cor_RREO2TotalDespesas;560280878,5
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU08 - Administração Geral;siconfi-cor_RREO2TotalDespesas;59896270,5
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU08 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;10709,57
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Previdência Social;siconfi-cor_RREO2TotalDespesas;5235004407
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Previdência do Regime Estatutário;siconfi-cor_RREO2TotalDespesas;5234997407
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Previdência Especial;siconfi-cor_RREO2TotalDespesas;7000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Saúde;siconfi-cor_RREO2TotalDespesas;3001544842
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Atenção Básica;siconfi-cor_RREO2TotalDespesas;148310023,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Assistência Hospitalar e Ambulatorial;siconfi-cor_RREO2TotalDespesas;2224360017
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Suporte Profilático e Terapêutico;siconfi-cor_RREO2TotalDespesas;119631918,5
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Vigilância Sanitária;siconfi-cor_RREO2TotalDespesas;7374363,19
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Vigilância Epidemiológica;siconfi-cor_RREO2TotalDespesas;62559005,15
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU10 - Administração Geral;siconfi-cor_RREO2TotalDespesas;435031483,7
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU10 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;4278031,67
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Trabalho;siconfi-cor_RREO2TotalDespesas;24145206,34
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Fomento ao Trabalho;siconfi-cor_RREO2TotalDespesas;9319674,97
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU11 - Administração Geral;siconfi-cor_RREO2TotalDespesas;14725531,37
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);FU11 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;100000
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Educação;siconfi-cor_RREO2TotalDespesas;3691699548
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Ensino Fundamental;siconfi-cor_RREO2TotalDespesas;645538073,4
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Ensino Médio;siconfi-cor_RREO2TotalDespesas;1827157240
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Ensino Profissional;siconfi-cor_RREO2TotalDespesas;56283196,89
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Ensino Superior;siconfi-cor_RREO2TotalDespesas;217462411
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;DOTAÇÃO ATUALIZADA (a);Educação Infantil;siconfi-cor_RREO2TotalDespesas;7508226,63
