Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU03 - Administração Geral;siconfi-cor_RREO2TotalDespesas;167749435
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU03 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;48160316
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Administração;siconfi-cor_RREO2TotalDespesas;1924041765
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Planejamento e Orçamento;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU04 - Administração Geral;siconfi-cor_RREO2TotalDespesas;676758170
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Administração Financeira;siconfi-cor_RREO2TotalDespesas;397465459
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Controle Interno;siconfi-cor_RREO2TotalDespesas;1038910
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Normatização e Fiscalização;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Tecnologia da Informação;siconfi-cor_RREO2TotalDespesas;72080662
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Ordenamento Territorial;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Formação de Recursos Humanos;siconfi-cor_RREO2TotalDespesas;2432408
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Administração de Receitas;siconfi-cor_RREO2TotalDespesas;21000000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Administração de Concessões;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Comunicação Social;siconfi-cor_RREO2TotalDespesas;69080000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU04 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;684186156
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Segurança Pública;siconfi-cor_RREO2TotalDespesas;2511872935
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Policiamento;siconfi-cor_RREO2TotalDespesas;167364542
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Defesa Civil;siconfi-cor_RREO2TotalDespesas;59926328
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Informação e Inteligência;siconfi-cor_RREO2TotalDespesas;66873155
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU06 - Administração Geral;siconfi-cor_RREO2TotalDespesas;2127664348
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU06 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;90044562
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Relações Exteriores;siconfi-cor_RREO2TotalDespesas;75000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Relações Diplomáticas;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Cooperação Internacional;siconfi-cor_RREO2TotalDespesas;75000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU07 - Administração Geral;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU07 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Assistência Social;siconfi-cor_RREO2TotalDespesas;74117979
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Assistência ao Idoso;siconfi-cor_RREO2TotalDespesas;70000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Assistência ao Portador de Deficiência;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Assistência à Criança e ao Adolescente;siconfi-cor_RREO2TotalDespesas;2568600
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Assistência Comunitária;siconfi-cor_RREO2TotalDespesas;23772203
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU08 - Administração Geral;siconfi-cor_RREO2TotalDespesas;17955548
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU08 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;29751628
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Previdência Social;siconfi-cor_RREO2TotalDespesas;5971090845
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Previdência Básica;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Previdência do Regime Estatutário;siconfi-cor_RREO2TotalDespesas;5874205249
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Previdência Complementar;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Previdência Especial;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU09 - Administração Geral;siconfi-cor_RREO2TotalDespesas;92993240
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU09 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;3892356
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Saúde;siconfi-cor_RREO2TotalDespesas;3640337171
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Atenção Básica;siconfi-cor_RREO2TotalDespesas;115141151
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Assistência Hospitalar e Ambulatorial;siconfi-cor_RREO2TotalDespesas;2000292773
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Suporte Profilático e Terapêutico;siconfi-cor_RREO2TotalDespesas;113062868
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Vigilância Sanitária;siconfi-cor_RREO2TotalDespesas;3417308
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Vigilância Epidemiológica;siconfi-cor_RREO2TotalDespesas;7873749
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Alimentação e Nutrição;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU10 - Administração Geral;siconfi-cor_RREO2TotalDespesas;1170692841
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU10 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;229856481
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Trabalho;siconfi-cor_RREO2TotalDespesas;1700000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Proteção e Benefícios ao Trabalhador;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Relações de Trabalho;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Empregabilidade;siconfi-cor_RREO2TotalDespesas;1700000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Fomento ao Trabalho;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU11 - Administração Geral;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU11 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Educação;siconfi-cor_RREO2TotalDespesas;4147696041
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Ensino Fundamental;siconfi-cor_RREO2TotalDespesas;1007709924
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Ensino Médio;siconfi-cor_RREO2TotalDespesas;636725647
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Ensino Profissional;siconfi-cor_RREO2TotalDespesas;61591000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Ensino Superior;siconfi-cor_RREO2TotalDespesas;656082447
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Educação Infantil;siconfi-cor_RREO2TotalDespesas;6773508
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Educação de Jovens e Adultos;siconfi-cor_RREO2TotalDespesas;74743939
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Educação Especial;siconfi-cor_RREO2TotalDespesas;220981410
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Educação Básica;siconfi-cor_RREO2TotalDespesas;1081003899
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU12 - Administração Geral;siconfi-cor_RREO2TotalDespesas;243067743
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU12 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;159016524
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Cultura;siconfi-cor_RREO2TotalDespesas;38487981
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Patrimônio Histórico Artístico e Arqueológico;siconfi-cor_RREO2TotalDespesas;3195801
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Difusão Cultural;siconfi-cor_RREO2TotalDespesas;9375170
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU13 - Administração Geral;siconfi-cor_RREO2TotalDespesas;25737510
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU13 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;179500
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Direitos da Cidadania;siconfi-cor_RREO2TotalDespesas;1064480229
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Custódia e Reintegração Social;siconfi-cor_RREO2TotalDespesas;329260003
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Direitos Individuais Coletivos e Difusos;siconfi-cor_RREO2TotalDespesas;900000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Assistência aos Povos Indígenas;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU14 - Administração Geral;siconfi-cor_RREO2TotalDespesas;719052754
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU14 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;15267472
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Urbanismo;siconfi-cor_RREO2TotalDespesas;1545850
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Infra-Estrutura Urbana;siconfi-cor_RREO2TotalDespesas;1445850
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Serviços Urbanos;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Transportes Coletivos Urbanos;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU15 - Administração Geral;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU15 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;100000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Habitação;siconfi-cor_RREO2TotalDespesas;17173552
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Habitação Rural;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Habitação Urbana;siconfi-cor_RREO2TotalDespesas;206550
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU16 - Administração Geral;siconfi-cor_RREO2TotalDespesas;15157002
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU16 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;1810000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Saneamento;siconfi-cor_RREO2TotalDespesas;1894700
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Saneamento Básico Rural;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Saneamento Básico Urbano;siconfi-cor_RREO2TotalDespesas;1239300
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU17 - Administração Geral;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU17 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;655400
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Gestão Ambiental;siconfi-cor_RREO2TotalDespesas;102105977
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Preservação e Conservação Ambiental;siconfi-cor_RREO2TotalDespesas;2199469
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Controle Ambiental;siconfi-cor_RREO2TotalDespesas;13052788
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Recuperação de Áreas Degradadas;siconfi-cor_RREO2TotalDespesas;300000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Recursos Hídricos;siconfi-cor_RREO2TotalDespesas;16445440
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Meteorologia;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU18 - Administração Geral;siconfi-cor_RREO2TotalDespesas;58631363
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU18 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;11476917
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Ciência e Tecnologia;siconfi-cor_RREO2TotalDespesas;35955118
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Desenvolvimento Científico;siconfi-cor_RREO2TotalDespesas;21106275
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Desenvolvimento Tecnológico e Engenharia;siconfi-cor_RREO2TotalDespesas;469213
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Difusão do Conhecimento Científico e Tecnológico;siconfi-cor_RREO2TotalDespesas;7504374
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU19 - Administração Geral;siconfi-cor_RREO2TotalDespesas;4954056
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU19 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;1921200
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Agricultura;siconfi-cor_RREO2TotalDespesas;760017011
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Abastecimento;siconfi-cor_RREO2TotalDespesas;56250000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Extensão Rural;siconfi-cor_RREO2TotalDespesas;40591974
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Irrigação;siconfi-cor_RREO2TotalDespesas;398646
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Promoção da Produção Agropecuária;siconfi-cor_RREO2TotalDespesas;577075
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Defesa Agropecuária;siconfi-cor_RREO2TotalDespesas;70199583
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU20 - Administração Geral;siconfi-cor_RREO2TotalDespesas;557083337
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU20 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;34916396
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Comércio e Serviços;siconfi-cor_RREO2TotalDespesas;66481806
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Turismo;siconfi-cor_RREO2TotalDespesas;33396550
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU23 - Administração Geral;siconfi-cor_RREO2TotalDespesas;22760287
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU23 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;10324969
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Energia;siconfi-cor_RREO2TotalDespesas;213224
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU25 - Administração Geral;siconfi-cor_RREO2TotalDespesas;100000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU25 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;113224
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Transporte;siconfi-cor_RREO2TotalDespesas;718876394
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Transporte Aéreo;siconfi-cor_RREO2TotalDespesas;23557900
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Transporte Rodoviário;siconfi-cor_RREO2TotalDespesas;572460871
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Transporte Ferroviário;siconfi-cor_RREO2TotalDespesas;600000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Transporte Hidroviário;siconfi-cor_RREO2TotalDespesas;10220000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Transportes Especiais;siconfi-cor_RREO2TotalDespesas;700000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU26 - Administração Geral;siconfi-cor_RREO2TotalDespesas;103387623
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU26 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;7950000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Desporto e Lazer;siconfi-cor_RREO2TotalDespesas;11493800
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Desporto de Rendimento;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Desporto Comunitário;siconfi-cor_RREO2TotalDespesas;11193800
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Lazer;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU27 - Administração Geral;siconfi-cor_RREO2TotalDespesas;50000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;FU27 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;250000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Encargos Especiais;siconfi-cor_RREO2TotalDespesas;2321187614
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Outros Encargos Especiais;siconfi-cor_RREO2TotalDespesas;2321187614
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;Reserva de Contingência;siconfi-cor_RREO2TotalDespesas;1000000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;DESPESAS (INTRA-ORÇAMENTÁRIAS) (II);siconfi-cor_RREO2TotalDespesas;1942229936
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO INICIAL;TOTAL (III) = (I + II);siconfi-cor_RREO2TotalDespesas;28919324198
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);siconfi-cor_RREO2TotalDespesas;32082430263
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Legislativa;siconfi-cor_RREO2TotalDespesas;774555596
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Ação Legislativa;siconfi-cor_RREO2TotalDespesas;94896320
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Controle Externo;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);FU01 - Administração Geral;siconfi-cor_RREO2TotalDespesas;635630276
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);FU01 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;44029000
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Judiciária;siconfi-cor_RREO2TotalDespesas;2256698916
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Ação Judiciária;siconfi-cor_RREO2TotalDespesas;160852358,7
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Defesa do Interesse Público no Processo Judiciário;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);FU02 - Administração Geral;siconfi-cor_RREO2TotalDespesas;1890068294
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);FU02 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;205778263
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Essencial à Justiça;siconfi-cor_RREO2TotalDespesas;1016543523
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Defesa da Ordem Jurídica;siconfi-cor_RREO2TotalDespesas;643106548,8
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Representação Judicial e Extrajudicial;siconfi-cor_RREO2TotalDespesas;63907914
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);FU03 - Administração Geral;siconfi-cor_RREO2TotalDespesas;225644522
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);FU03 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;83884538,06
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Administração;siconfi-cor_RREO2TotalDespesas;2259065458
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Planejamento e Orçamento;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);FU04 - Administração Geral;siconfi-cor_RREO2TotalDespesas;651606656,4
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Administração Financeira;siconfi-cor_RREO2TotalDespesas;593040225,8
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Controle Interno;siconfi-cor_RREO2TotalDespesas;1038910
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Normatização e Fiscalização;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Tecnologia da Informação;siconfi-cor_RREO2TotalDespesas;47165725,46
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Ordenamento Territorial;siconfi-cor_RREO2TotalDespesas;0
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Formação de Recursos Humanos;siconfi-cor_RREO2TotalDespesas;2552408
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Administração de Receitas;siconfi-cor_RREO2TotalDespesas;36077996,04
Governo do Estado de Santa Catarina;42;SC;7164788;DOTAÇÃO ATUALIZADA (a);Administração de Concessões;siconfi-cor_RREO2TotalDespesas;0
