Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Educação de Jovens e Adultos;siconfi-cor_RREO2TotalDespesas;49251509
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Educação Especial;siconfi-cor_RREO2TotalDespesas;86347000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU12 - Administração Geral;siconfi-cor_RREO2TotalDespesas;162947420
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU12 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;206237865
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Cultura;siconfi-cor_RREO2TotalDespesas;44634737
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Patrimônio Histórico Artístico e Arqueológico;siconfi-cor_RREO2TotalDespesas;5192900
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Difusão Cultural;siconfi-cor_RREO2TotalDespesas;24108269
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU13 - Administração Geral;siconfi-cor_RREO2TotalDespesas;15304068
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU13 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;29500
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Direitos da Cidadania;siconfi-cor_RREO2TotalDespesas;793775548
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Custódia e Reintegração Social;siconfi-cor_RREO2TotalDespesas;245257209
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Direitos Individuais Coletivos e Difusos;siconfi-cor_RREO2TotalDespesas;142121281
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU14 - Administração Geral;siconfi-cor_RREO2TotalDespesas;405071848
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU14 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;1325210
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Urbanismo;siconfi-cor_RREO2TotalDespesas;49786735
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Infra-Estrutura Urbana;siconfi-cor_RREO2TotalDespesas;41269921
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU15 - Administração Geral;siconfi-cor_RREO2TotalDespesas;8006433
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU15 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;510381
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Habitação;siconfi-cor_RREO2TotalDespesas;1304246
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Habitação Rural;siconfi-cor_RREO2TotalDespesas;35000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Habitação Urbana;siconfi-cor_RREO2TotalDespesas;1269246
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Saneamento;siconfi-cor_RREO2TotalDespesas;504350000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Saneamento Básico Rural;siconfi-cor_RREO2TotalDespesas;500000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Saneamento Básico Urbano;siconfi-cor_RREO2TotalDespesas;18070000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU17 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;485780000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Gestão Ambiental;siconfi-cor_RREO2TotalDespesas;134552568
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Preservação e Conservação Ambiental;siconfi-cor_RREO2TotalDespesas;20000965
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Controle Ambiental;siconfi-cor_RREO2TotalDespesas;5690206
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Recursos Hídricos;siconfi-cor_RREO2TotalDespesas;60644320
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU18 - Administração Geral;siconfi-cor_RREO2TotalDespesas;47845827
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU18 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;371250
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Ciência e Tecnologia;siconfi-cor_RREO2TotalDespesas;140914902
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Desenvolvimento Científico;siconfi-cor_RREO2TotalDespesas;48845610
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Desenvolvimento Tecnológico e Engenharia;siconfi-cor_RREO2TotalDespesas;24255908
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Difusão do Conhecimento Científico e Tecnológico;siconfi-cor_RREO2TotalDespesas;1602100
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU19 - Administração Geral;siconfi-cor_RREO2TotalDespesas;30098691
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU19 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;36112593
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Agricultura;siconfi-cor_RREO2TotalDespesas;229211453
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Abastecimento;siconfi-cor_RREO2TotalDespesas;11992000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Promoção da Produção Agropecuária;siconfi-cor_RREO2TotalDespesas;70935326
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Defesa Agropecuária;siconfi-cor_RREO2TotalDespesas;590184
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU20 - Administração Geral;siconfi-cor_RREO2TotalDespesas;102774001
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU20 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;42919942
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Indústria;siconfi-cor_RREO2TotalDespesas;10648615
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Promoção Industrial;siconfi-cor_RREO2TotalDespesas;1932565
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Normalização e Qualidade;siconfi-cor_RREO2TotalDespesas;2128050
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU22 - Administração Geral;siconfi-cor_RREO2TotalDespesas;6582000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU22 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;6000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Comércio e Serviços;siconfi-cor_RREO2TotalDespesas;62122851
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Promoção Comercial;siconfi-cor_RREO2TotalDespesas;13997365
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Serviços Financeiros;siconfi-cor_RREO2TotalDespesas;1600000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Turismo;siconfi-cor_RREO2TotalDespesas;31173217
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU23 - Administração Geral;siconfi-cor_RREO2TotalDespesas;15049269
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU23 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;303000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Comunicações;siconfi-cor_RREO2TotalDespesas;45953014
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Telecomunicações;siconfi-cor_RREO2TotalDespesas;5342236
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU24 - Administração Geral;siconfi-cor_RREO2TotalDespesas;11099367
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU24 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;29511411
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Transporte;siconfi-cor_RREO2TotalDespesas;1454584764
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Transporte Aéreo;siconfi-cor_RREO2TotalDespesas;18395020
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Transporte Rodoviário;siconfi-cor_RREO2TotalDespesas;701023052
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Transporte Hidroviário;siconfi-cor_RREO2TotalDespesas;34910833
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU26 - Administração Geral;siconfi-cor_RREO2TotalDespesas;46424363
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU26 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;653831496
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Desporto e Lazer;siconfi-cor_RREO2TotalDespesas;47416385
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Desporto de Rendimento;siconfi-cor_RREO2TotalDespesas;7221000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Desporto Comunitário;siconfi-cor_RREO2TotalDespesas;33295070
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU27 - Administração Geral;siconfi-cor_RREO2TotalDespesas;6880315
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;FU27 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;20000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Encargos Especiais;siconfi-cor_RREO2TotalDespesas;1851693361
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Refinanciamento da Dívida Interna;siconfi-cor_RREO2TotalDespesas;215164903
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Serviço da Dívida Interna;siconfi-cor_RREO2TotalDespesas;465837982
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Serviço da Dívida Externa;siconfi-cor_RREO2TotalDespesas;127604507
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Transferências;siconfi-cor_RREO2TotalDespesas;186000000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Outros Encargos Especiais;siconfi-cor_RREO2TotalDespesas;857085969
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;Reserva de Contingência;siconfi-cor_RREO2TotalDespesas;582801157
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;DESPESAS (INTRA-ORÇAMENTÁRIAS) (II);siconfi-cor_RREO2TotalDespesas;442328469
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO INICIAL;TOTAL (III) = (I + II);siconfi-cor_RREO2TotalDespesas;19646536784
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);siconfi-cor_RREO2TotalDespesas;25805838188
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Legislativa;siconfi-cor_RREO2TotalDespesas;369219777
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Ação Legislativa;siconfi-cor_RREO2TotalDespesas;51508617
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Controle Externo;siconfi-cor_RREO2TotalDespesas;150221259
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU01 - Administração Geral;siconfi-cor_RREO2TotalDespesas;157432001
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU01 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;10057900
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Judiciária;siconfi-cor_RREO2TotalDespesas;1134386727
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Ação Judiciária;siconfi-cor_RREO2TotalDespesas;1132520727
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU02 - Administração Geral;siconfi-cor_RREO2TotalDespesas;1866000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Essencial à Justiça;siconfi-cor_RREO2TotalDespesas;618177569
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Defesa da Ordem Jurídica;siconfi-cor_RREO2TotalDespesas;357382665
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Representação Judicial e Extrajudicial;siconfi-cor_RREO2TotalDespesas;61855945,19
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU03 - Administração Geral;siconfi-cor_RREO2TotalDespesas;197751458,8
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU03 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;1187500
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Administração;siconfi-cor_RREO2TotalDespesas;964447030,7
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Planejamento e Orçamento;siconfi-cor_RREO2TotalDespesas;2765886
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU04 - Administração Geral;siconfi-cor_RREO2TotalDespesas;574654789,7
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Administração Financeira;siconfi-cor_RREO2TotalDespesas;230688461,7
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Controle Interno;siconfi-cor_RREO2TotalDespesas;767256
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Tecnologia da Informação;siconfi-cor_RREO2TotalDespesas;96329650,27
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Formação de Recursos Humanos;siconfi-cor_RREO2TotalDespesas;4392330
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Administração de Concessões;siconfi-cor_RREO2TotalDespesas;28683172
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Comunicação Social;siconfi-cor_RREO2TotalDespesas;245320
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU04 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;25920165
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Segurança Pública;siconfi-cor_RREO2TotalDespesas;2359877430
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Policiamento;siconfi-cor_RREO2TotalDespesas;534921919,1
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Defesa Civil;siconfi-cor_RREO2TotalDespesas;81579111,14
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU06 - Administração Geral;siconfi-cor_RREO2TotalDespesas;1521544928
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU06 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;221831472,3
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Assistência Social;siconfi-cor_RREO2TotalDespesas;181161481,6
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Assistência Comunitária;siconfi-cor_RREO2TotalDespesas;162493443,7
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU08 - Administração Geral;siconfi-cor_RREO2TotalDespesas;14490684,6
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU08 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;4177353,32
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Previdência Social;siconfi-cor_RREO2TotalDespesas;4018623588
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Previdência do Regime Estatutário;siconfi-cor_RREO2TotalDespesas;2936268352
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Previdência Especial;siconfi-cor_RREO2TotalDespesas;1000084135
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU09 - Administração Geral;siconfi-cor_RREO2TotalDespesas;82071101
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU09 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;200000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Saúde;siconfi-cor_RREO2TotalDespesas;4261684769
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Atenção Básica;siconfi-cor_RREO2TotalDespesas;58150828,13
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Assistência Hospitalar e Ambulatorial;siconfi-cor_RREO2TotalDespesas;3573506063
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Suporte Profilático e Terapêutico;siconfi-cor_RREO2TotalDespesas;194114040
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Vigilância Sanitária;siconfi-cor_RREO2TotalDespesas;540000
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Vigilância Epidemiológica;siconfi-cor_RREO2TotalDespesas;24348857,18
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU10 - Administração Geral;siconfi-cor_RREO2TotalDespesas;316845347,7
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);FU10 - Demais Subfunções;siconfi-cor_RREO2TotalDespesas;94179632,77
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Trabalho;siconfi-cor_RREO2TotalDespesas;2129047,89
Governo do Estado do Espírito Santo;32;ES;4108508;DOTAÇÃO ATUALIZADA (a);Fomento ao Trabalho;siconfi-cor_RREO2TotalDespesas;2129047,89
