"cod_municipio","municipio","ano","tipo_orgao_gestor","tem_plano","tem_conselho","tem_fundo","tem_lei_patrimonio","tem_cons_patrimonio","equip_biblioteca","equip_museu","equip_teatro","equip_cinema","gestor_sexo","gestor_idade","gestor_cor_raca","gestor_escolaridade","gestor_escolaridade_agrupada","orcamento_perc_executado"
"3107604","Bom Jesus da Penha",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Sim","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3107604","Bom Jesus da Penha",2014,"Secretaria em conjunto com outras políticas","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","58",NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3107604","Bom Jesus da Penha",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Feminino","59","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu",NA
"3107604","Bom Jesus da Penha",2021,"Secretaria em conjunto com outras políticas setoriais","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","62","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu","Sem Informação"
"3107703","Bom Jesus do Amparo",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Sim","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3107703","Bom Jesus do Amparo",2014,"Secretaria em conjunto com outras políticas","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Masculino","27",NA,"Ensino médio completo","Ensino Médio a Pós-graduação lato sensu",NA
"3107703","Bom Jesus do Amparo",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Feminino","45","Preta","Mestrado","Mestrado e doutorado",NA
"3107703","Bom Jesus do Amparo",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Masculino","42","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","81% a 90%"
"3107802","Bom Jesus do Galho",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3107802","Bom Jesus do Galho",2014,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Masculino","55",NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3107802","Bom Jesus do Galho",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","-","-","-","-","Masculino","44","Parda","Ensino fundamental (1º Grau) incompleto","Ensino Médio a Pós-graduação lato sensu",NA
"3107802","Bom Jesus do Galho",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Feminino","44","Parda","Especialização","Ensino Médio a Pós-graduação lato sensu","0%"
"3107901","Bom Repouso",2006,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3107901","Bom Repouso",2014,"Setor subordinado à chefia do Executivo","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Masculino","39",NA,"Ensino médio completo","Ensino Médio a Pós-graduação lato sensu",NA
"3107901","Bom Repouso",2018,"Setor subordinado a outra secretaria","Não","Sim","Sim","Sim","Sim","-","-","-","-","Feminino","43","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3107901","Bom Repouso",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","39","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","61% a 70%"
"3108008","Bom Sucesso",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108008","Bom Sucesso",2014,"Setor subordinado à outra secretaria","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Feminino","52",NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108008","Bom Sucesso",2018,"Secretaria em conjunto com outras políticas setoriais","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Masculino","39","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu",NA
"3108008","Bom Sucesso",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Masculino","42","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu","41% a 50%"
"3108107","Bonfim",2006,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108107","Bonfim",2014,"Secretaria em conjunto com outras políticas","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Masculino","30",NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108107","Bonfim",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Masculino","35","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108107","Bonfim",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Masculino","36","Branca","Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu","81% a 90%"
"3108206","Bonfinópolis de Minas",2006,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108206","Bonfinópolis de Minas",2014,"Setor subordinado à outra secretaria","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","35",NA,"Ensino superior incompleto","Ensino Médio a Pós-graduação lato sensu",NA
"3108206","Bonfinópolis de Minas",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","-","-","-","-","Feminino","36","Parda","Ensino superior incompleto","Ensino Médio a Pós-graduação lato sensu",NA
"3108206","Bonfinópolis de Minas",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","39","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","21% a 30%"
"3108255","Bonito de Minas",2006,"Setor subordinado a outra secretaria","Sim","Sim","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior incompleto","Ensino Médio a Pós-graduação lato sensu",NA
"3108255","Bonito de Minas",2014,"Setor subordinado à outra secretaria","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","50",NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108255","Bonito de Minas",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","-","-","-","-","Masculino","37","Preta","Ensino superior incompleto","Ensino Médio a Pós-graduação lato sensu",NA
"3108255","Bonito de Minas",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Masculino","48","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","Até 10%"
"3108305","Borda da Mata",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108305","Borda da Mata",2014,"Não possui estrutura","Não","Não","Não","Não","Não","Sim","Não","Não","Não","-","-",NA,"-","Sem Informação",NA
"3108305","Borda da Mata",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Masculino","38","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu",NA
"3108305","Borda da Mata",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Feminino","60","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu","Até 10%"
"3108404","Botelhos",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Não","Sim","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108404","Botelhos",2014,"Secretaria em conjunto com outras políticas","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Feminino","62",NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108404","Botelhos",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Sim","Sim","-","-","-","-","Feminino","49","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu",NA
"3108404","Botelhos",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Sim","Sim","Sim","Sim","Sim","Não","Feminino","52","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu","41% a 50%"
"3108503","Botumirim",2006,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108503","Botumirim",2014,"Secretaria exclusiva","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","56",NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108503","Botumirim",2018,"Secretaria exclusiva","Não","Não","Sim","Sim","Sim","-","-","-","-","Masculino","51","Parda","Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108503","Botumirim",2021,"Secretaria exclusiva","Não","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Masculino","45","Parda","Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu","Até 10%"
"3108552","Brasilândia de Minas",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108552","Brasilândia de Minas",2014,"Secretaria em conjunto com outras políticas","Não","Sim","Não","Sim","Não","Sim","Não","Não","Não","Masculino","44",NA,"Ensino médio completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108552","Brasilândia de Minas",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não","(**) Sem gestor","(**) Sem gestor","(**) Sem gestor","(**) Sem gestor","Sem Informação",NA
"3108552","Brasilândia de Minas",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Feminino","58","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","Até 10%"
"3108602","Brasília de Minas",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108602","Brasília de Minas",2014,"Secretaria em conjunto com outras políticas","Não","Sim","Não","Sim","Não","Sim","Não","Não","Sim","Masculino","43",NA,"Ensino médio completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108602","Brasília de Minas",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Sim","Sim","Não","Sim","Não","Masculino","43","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108602","Brasília de Minas",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Feminino","56","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu","Sem Informação"
"3108701","Brás Pires",2006,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108701","Brás Pires",2014,"Secretaria em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Feminino","46",NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108701","Brás Pires",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Sim","Sim","-","-","-","-","Masculino","27","Parda","Ensino superior incompleto","Ensino Médio a Pós-graduação lato sensu",NA
"3108701","Brás Pires",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Feminino","40","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu","Até 10%"
"3108800","Braúnas",2006,"Setor subordinado a outra secretaria","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108800","Braúnas",2014,"Secretaria em conjunto com outras políticas","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Feminino","50",NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3108800","Braúnas",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Sim","Sim","-","-","-","-","Feminino","48","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu",NA
"3108800","Braúnas",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Feminino","48","Preta","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","Sem Informação"
"3108909","Brazópolis",2006,"Setor subordinado a outra secretaria","Não","Sim","Não","Não","Sim","Sim","Sim","Sim","Não",NA,NA,NA,"Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108909","Brazópolis",2014,"Setor subordinado à outra secretaria","Não","Sim","Sim","Não","Sim","Sim","Não","Sim","Não","Masculino","30",NA,"Ensino médio completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108909","Brazópolis",2018,"Setor subordinado a outra secretaria","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Feminino","65","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3108909","Brazópolis",2021,"Setor subordinado a outra secretaria","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Feminino","67","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","31% a 40%"
"3109006","Brumadinho",2006,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3109006","Brumadinho",2014,"Secretaria em conjunto com outras políticas","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Feminino","62",NA,"Ensino médio completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109006","Brumadinho",2018,"Secretaria em conjunto com outras políticas setoriais","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Masculino","43","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109006","Brumadinho",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Masculino","47","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","Até 10%"
"3109105","Bueno Brandão",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109105","Bueno Brandão",2014,"Secretaria exclusiva","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Masculino","50",NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109105","Bueno Brandão",2018,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Masculino","54","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu",NA
"3109105","Bueno Brandão",2021,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Masculino","57","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu","11% a 20%"
"3109204","Buenópolis",2006,"Setor subordinado a outra secretaria","Não","Sim","Não","Sim","Sim","Sim","Não","Sim","Não",NA,NA,NA,"Ensino superior incompleto","Ensino Médio a Pós-graduação lato sensu",NA
"3109204","Buenópolis",2014,"Setor subordinado à outra secretaria","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Masculino","25",NA,"Ensino médio completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109204","Buenópolis",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Feminino","25","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109204","Buenópolis",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Feminino","28","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","Até 10%"
"3109253","Bugre",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109253","Bugre",2014,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","48",NA,"Ensino médio completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109253","Bugre",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Feminino","51","Parda","Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109253","Bugre",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","28","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","Até 10%"
"3109303","Buritis",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Sim","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109303","Buritis",2014,"Setor subordinado à chefia do Executivo","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Masculino","38",NA,"Ensino médio completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109303","Buritis",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Sim","-","-","-","-","Feminino","56","Parda","Especialização","Ensino Médio a Pós-graduação lato sensu",NA
"3109303","Buritis",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","43","Parda","Especialização","Ensino Médio a Pós-graduação lato sensu","Até 10%"
"3109402","Buritizeiro",2006,"Secretaria municipal em conjunto com outras políticas","Sim","Não","Não","Não","Não","Sim","Não","Sim","Não",NA,NA,NA,"Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109402","Buritizeiro",2014,"Secretaria exclusiva","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Masculino","44",NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109402","Buritizeiro",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Masculino","42","Branca","Ensino fundamental (1º Grau) incompleto","Ensino Médio a Pós-graduação lato sensu",NA
"3109402","Buritizeiro",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Masculino","56","Parda","Especialização","Ensino Médio a Pós-graduação lato sensu","Sem Informação"
"3109451","Cabeceira Grande",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3109451","Cabeceira Grande",2014,"Secretaria em conjunto com outras políticas","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Masculino","48",NA,"Ensino médio completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109451","Cabeceira Grande",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","-","-","-","-","Masculino","52","Branca","Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109451","Cabeceira Grande",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Masculino","35","Parda","Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu","11% a 20%"
"3109501","Cabo Verde",2006,"Não possui estrutura específica","Não","Sim","Não","Não","Sim","Sim","Não","Não","Não",NA,NA,NA,"Não aplicável","Sem Informação",NA
"3109501","Cabo Verde",2014,"Setor subordinado à outra secretaria","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","52",NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3109501","Cabo Verde",2018,"Setor subordinado a outra secretaria","Não","Sim","Sim","Sim","Sim","-","-","-","-","Feminino","58","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109501","Cabo Verde",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","51","Branca","Especialização","Ensino Médio a Pós-graduação lato sensu","Até 10%"
"3109600","Cachoeira da Prata",2006,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3109600","Cachoeira da Prata",2014,"Setor subordinado à outra secretaria","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Feminino","48",NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109600","Cachoeira da Prata",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","-","-","-","-","Feminino","25","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109600","Cachoeira da Prata",2021,"Setor subordinado a outra secretaria","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Feminino","54","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","Sem Informação"
"3109709","Cachoeira de Minas",2006,"Setor subordinado a outra secretaria","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3109709","Cachoeira de Minas",2014,"Secretaria em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Masculino","64",NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109709","Cachoeira de Minas",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Masculino","46","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109709","Cachoeira de Minas",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Feminino","57","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","81% a 90%"
"3109808","Cachoeira Dourada",2006,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Não","Não","Sim","Não","Sim","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3109808","Cachoeira Dourada",2014,"Secretaria em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Feminino","37",NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3109808","Cachoeira Dourada",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","-","-","-","-","Masculino","42","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109808","Cachoeira Dourada",2021,"Secretaria exclusiva","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","44","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","0%"
"3109907","Caetanópolis",2006,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Sim","Sim","Sim","Sim","Não","Não",NA,NA,NA,"Ensino superior incompleto","Ensino Médio a Pós-graduação lato sensu",NA
"3109907","Caetanópolis",2014,"Secretaria em conjunto com outras políticas","Não","Sim","Não","Sim","Sim","Sim","Sim","Não","Não","Feminino","43",NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3109907","Caetanópolis",2018,"Secretaria exclusiva","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Feminino","64","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3109907","Caetanópolis",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","56","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","Até 10%"
"3110004","Caeté",2006,"Fundação pública","Não","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim",NA,NA,NA,"Ensino superior incompleto","Ensino Médio a Pós-graduação lato sensu",NA
"3110004","Caeté",2014,"Secretaria em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Feminino","55",NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3110004","Caeté",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Sim","Masculino","28","Branca","Doutorado","Mestrado e doutorado",NA
"3110004","Caeté",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Masculino","52","Branca","Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu","0%"
"3110103","Caiana",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3110103","Caiana",2014,"Setor subordinado à outra secretaria","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","34",NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3110103","Caiana",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Feminino","44","Branca","Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu",NA
"3110103","Caiana",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Feminino","47","Branca","Ensino médio (2º Grau) completo","Ensino Médio a Pós-graduação lato sensu","Sem Informação"
"3110202","Cajuri",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
"3110202","Cajuri",2014,"Secretaria em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Feminino","41",NA,"Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3110202","Cajuri",2018,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Feminino","52","Branca","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu",NA
"3110202","Cajuri",2021,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Feminino","32","Parda","Ensino superior completo","Ensino Médio a Pós-graduação lato sensu","21% a 30%"
"3110301","Caldas",2006,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Sim","Sim","Sim","Não","Sim","Não",NA,NA,NA,"Pós-graduação","Ensino Médio a Pós-graduação lato sensu",NA
