"cod_municipio","municipio","cod_uf","uf","regiao","ano","populacao","tipo_orgao_gestor","tem_plano","tem_conselho","tem_fundo","tem_lei_patrimonio","tem_cons_patrimonio","equip_biblioteca","equip_museu","equip_teatro","equip_cinema","gestor_sexo","gestor_idade","gestor_cor_raca","gestor_escolaridade","gestor_idade_num","gestor_faixa_etaria","gestor_cor_raca_limpa","gestor_grupo_raca","gestor_escolaridade_agrupada","plano_tem_lei","plano_participacao_soc","sec_educacao","sec_esporte","sec_turismo","cons_qtd_membros","cons_cap_continuada","cons_cap_eventual","cons_cap_nao_realiza","orcamento_perc_executado"
"3518602","Guariba","35","SP","Sudeste",2018,NA,"Setor subordinado a outra secretaria","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Feminino","42","Branca","Ensino superior completo",42,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",10,"Não","Sim","Não",NA
"3518602","Guariba","35","SP","Sudeste",2021,40857,"Setor subordinado a outra secretaria","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Masculino","42","Branca","Especialização",42,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Sim","Sim","Não","Sim","Não",20,"Não","Não","Sim","Até 10%"
"3518701","Guarujá","35","SP","Sudeste",2006,NA,"Secretaria municipal exclusiva","Não","Sim","Sim","Não","Não","Sim","Não","Sim","Sim",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518701","Guarujá","35","SP","Sudeste",2014,NA,"Secretaria exclusiva","Não","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Masculino","38",NA,"Pós-graduação",38,"30 a 39 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518701","Guarujá","35","SP","Sudeste",2018,NA,"Secretaria exclusiva","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Masculino","40","Branca","Ensino superior completo",40,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",40,"Não","Sim","Não",NA
"3518701","Guarujá","35","SP","Sudeste",2021,324977,"Secretaria exclusiva","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Masculino","53","Branca","Ensino superior completo",53,"50 a 59 anos","Branca","Brancos","Ensino Superior","Sim","Sim","Sim","Sim","Sim",40,"Não","Sim","Não","71% a 80%"
"3518800","Guarulhos","35","SP","Sudeste",2006,NA,"Secretaria municipal exclusiva","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518800","Guarulhos","35","SP","Sudeste",2014,NA,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Masculino","42",NA,"Pós-graduação",42,"40 a 49 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518800","Guarulhos","35","SP","Sudeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Masculino","51","Parda","Ensino médio (2º Grau) completo",51,"50 a 59 anos","Parda","Negros (Pretos e Pardos)","Ensino Médio","Não","Não","Não","Não","Não",36,"Não","Sim","Não",NA
"3518800","Guarulhos","35","SP","Sudeste",2021,1404694,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Masculino","50","Preta","Especialização",50,"50 a 59 anos","Preta","Negros (Pretos e Pardos)","Pós-Graduação","Sim","Sim","Não","Sim","Sim",38,"Não","Não","Sim","81% a 90%"
"3518859","Guatapará","35","SP","Sudeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518859","Guatapará","35","SP","Sudeste",2014,NA,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","41",NA,"Pós-graduação",41,"40 a 49 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518859","Guatapará","35","SP","Sudeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Feminino","48","Branca","Especialização",48,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"3518859","Guatapará","35","SP","Sudeste",2021,7760,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","45","Branca","Especialização",45,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"3518909","Guzolândia","35","SP","Sudeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Não disponível",NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518909","Guzolândia","35","SP","Sudeste",2014,NA,"Setor subordinado à chefia do Executivo","Não","Não","Não","Não","Não","Não","Não","Não","Não","Feminino","58",NA,"Pós-graduação",58,"50 a 59 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518909","Guzolândia","35","SP","Sudeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Feminino","61","Branca","Especialização",61,"60 anos ou mais","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"3518909","Guzolândia","35","SP","Sudeste",2021,5346,"Setor subordinado diretamente  à chefia do Executivo","Não","Não","Não","Não","Não","Não","Não","Não","Não","Masculino","62","Branca","Ensino superior completo",62,"60 anos ou mais","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"3519006","Herculândia","35","SP","Sudeste",2006,NA,"Não possui estrutura específica","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Não aplicável",NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519006","Herculândia","35","SP","Sudeste",2014,NA,"Não possui estrutura","Não","Não","Não","Não","Não","Sim","Não","Não","Não","-","-",NA,"-",NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519006","Herculândia","35","SP","Sudeste",2018,NA,"Secretaria exclusiva","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Masculino","46","Branca","Ensino superior completo",46,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",20,"Não","Não","Sim",NA
"3519006","Herculândia","35","SP","Sudeste",2021,9649,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Masculino","46","Branca","Ensino superior completo",46,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"3519055","Holambra","35","SP","Sudeste",2006,NA,"Setor subordinado diretamente à chefia do executivo","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não",NA,NA,NA,"Ensino fundamental (1º Grau) completo",NA,NA,NA,NA,"Ensino Fundamental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519055","Holambra","35","SP","Sudeste",2014,NA,"Secretaria exclusiva","Não","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Feminino","45",NA,"Pós-graduação",45,"40 a 49 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519055","Holambra","35","SP","Sudeste",2018,NA,"Setor subordinado diretamente à chefia do Executivo","Não","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Feminino","48","Branca","Ensino superior completo",48,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",0,"Não","Não","Sim",NA
"3519055","Holambra","35","SP","Sudeste",2021,15605,"Setor subordinado diretamente  à chefia do Executivo","Não","Não","Não","Não","Não","Sim","Sim","Sim","Não","Masculino","34","Branca","Ensino superior completo",34,"30 a 39 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","41% a 50%"
"3519071","Hortolândia","35","SP","Sudeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519071","Hortolândia","35","SP","Sudeste",2014,NA,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Masculino","33",NA,"Ensino superior completo",33,"30 a 39 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519071","Hortolândia","35","SP","Sudeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Masculino","59","Branca","Ensino superior completo",59,"50 a 59 anos","Branca","Brancos","Ensino Superior","Sim","Sim","Não","Sim","Sim",16,"Não","Sim","Não",NA
"3519071","Hortolândia","35","SP","Sudeste",2021,237570,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Masculino","39","Branca","Especialização",39,"30 a 39 anos","Branca","Brancos","Pós-Graduação","Sim","Sim","Não","Não","Não",NA,"Não","Não","Não","Mais de 90%"
"3519105","Iacanga","35","SP","Sudeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519105","Iacanga","35","SP","Sudeste",2014,NA,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","57",NA,"Ensino superior completo",57,"50 a 59 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519105","Iacanga","35","SP","Sudeste",2018,NA,"Secretaria exclusiva","Não","Não","Não","Sim","Não","-","-","-","-","Feminino","56","Branca","Ensino superior completo",56,"50 a 59 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"3519105","Iacanga","35","SP","Sudeste",2021,12002,"Setor subordinado diretamente  à chefia do Executivo","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Masculino","47","Branca","Ensino médio (2º Grau) incompleto",47,"40 a 49 anos","Branca","Brancos","Ensino Médio","Não","Não","Não","Não","Não",14,"Não","Sim","Não","Até 10%"
"3519204","Iacri","35","SP","Sudeste",2006,NA,"Não possui estrutura específica","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Não aplicável",NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519204","Iacri","35","SP","Sudeste",2014,NA,"Setor subordinado à outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","47",NA,"Pós-graduação",47,"40 a 49 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519204","Iacri","35","SP","Sudeste",2018,NA,"Setor subordinado a outra secretaria","Não","Não","Não","Não","Não","-","-","-","-","Feminino","50","Branca","Ensino superior completo",50,"50 a 59 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"3519204","Iacri","35","SP","Sudeste",2021,6269,"Setor subordinado a outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","53","Branca","Especialização",53,"50 a 59 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","11% a 20%"
"3519253","Iaras","35","SP","Sudeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519253","Iaras","35","SP","Sudeste",2014,NA,"Secretaria exclusiva","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","46",NA,"Ensino médio completo",46,"40 a 49 anos",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519253","Iaras","35","SP","Sudeste",2018,NA,"Não possui estrutura","Não","Não","Não","Não","Não","-","-","-","-","-","-","-","-",NA,NA,NA,NA,"Sem Informação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"3519253","Iaras","35","SP","Sudeste",2021,9786,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","31","Preta","Ensino superior completo",31,"30 a 39 anos","Preta","Negros (Pretos e Pardos)","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","0%"
"3519303","Ibaté","35","SP","Sudeste",2006,NA,"Setor subordinado diretamente à chefia do executivo","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519303","Ibaté","35","SP","Sudeste",2014,NA,"Secretaria exclusiva","Não","Não","Não","Não","Não","Sim","Sim","Sim","Não","Masculino","43",NA,"Ensino médio completo",43,"40 a 49 anos",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519303","Ibaté","35","SP","Sudeste",2018,NA,"Setor subordinado diretamente à chefia do Executivo","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","52","Branca","Especialização",52,"50 a 59 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"3519303","Ibaté","35","SP","Sudeste",2021,35830,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","43","Parda","Ensino superior completo",43,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","41% a 50%"
"3519402","Ibirá","35","SP","Sudeste",2006,NA,"Setor subordinado a outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Sim","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519402","Ibirá","35","SP","Sudeste",2014,NA,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Masculino","45",NA,"Ensino superior completo",45,"40 a 49 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519402","Ibirá","35","SP","Sudeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Masculino","31","Branca","Ensino superior completo",31,"30 a 39 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"3519402","Ibirá","35","SP","Sudeste",2021,12639,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Sim","Não","Não","Sim","Não","Não","Não","Masculino","43","Branca","Ensino médio (2º Grau) completo",43,"40 a 49 anos","Branca","Brancos","Ensino Médio","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Mais de 90%"
"3519501","Ibirarema","35","SP","Sudeste",2006,NA,"Setor subordinado diretamente à chefia do executivo","Não","Não","Não","Não","Não","Sim","Não","Não","Sim",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519501","Ibirarema","35","SP","Sudeste",2014,NA,"Secretaria em conjunto com outras políticas","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Masculino","60",NA,"Ensino médio completo",60,"60 anos ou mais",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519501","Ibirarema","35","SP","Sudeste",2018,NA,"Secretaria exclusiva","Sim","Sim","Sim","Não","Não","-","-","-","-","Feminino","36","Parda","Especialização",36,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Sim","Sim","Não","Sim","Não",20,"Não","Não","Sim",NA
"3519501","Ibirarema","35","SP","Sudeste",2021,7926,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Masculino","32","Branca","Ensino superior incompleto",32,"30 a 39 anos","Branca","Brancos","Ensino Superior","Sim","Sim","Não","Sim","Não",20,"Não","Sim","Não","Até 10%"
"3519600","Ibitinga","35","SP","Sudeste",2006,NA,"Secretaria municipal exclusiva","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519600","Ibitinga","35","SP","Sudeste",2014,NA,"Secretaria exclusiva","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Feminino","49",NA,"Pós-graduação",49,"40 a 49 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519600","Ibitinga","35","SP","Sudeste",2018,NA,"Secretaria exclusiva","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Masculino","45","Branca","Ensino superior incompleto",45,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",10,"Não","Não","Sim",NA
"3519600","Ibitinga","35","SP","Sudeste",2021,61150,"Secretaria exclusiva","Não","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Masculino","48","Branca","Ensino superior completo",48,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",20,"Não","Não","Sim","71% a 80%"
"3519709","Ibiúna","35","SP","Sudeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519709","Ibiúna","35","SP","Sudeste",2014,NA,"Secretaria em conjunto com outras políticas","Não","Sim","Não","Não","Não","Sim","Não","Sim","Não","Masculino","38",NA,"Ensino superior incompleto",38,"30 a 39 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519709","Ibiúna","35","SP","Sudeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Não","Sim","Não","Sim","Não","Masculino","46","Parda","Especialização",46,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",12,"Não","Não","Sim",NA
"3519709","Ibiúna","35","SP","Sudeste",2021,80062,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Sim","Não","Sim","Não","Sim","Não","Feminino","Não informou","Branca","Especialização",NA,NA,"Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",18,"Não","Sim","Não","51% a 60%"
"3519808","Icém","35","SP","Sudeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519808","Icém","35","SP","Sudeste",2014,NA,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","55",NA,"Ensino médio completo",55,"50 a 59 anos",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519808","Icém","35","SP","Sudeste",2018,NA,"Setor subordinado diretamente à chefia do Executivo","Não","Não","Não","Não","Não","-","-","-","-","Feminino","61","Branca","Ensino superior completo",61,"60 anos ou mais","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"3519808","Icém","35","SP","Sudeste",2021,8363,"Setor subordinado diretamente  à chefia do Executivo","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","75","Branca","Ensino superior completo",75,"60 anos ou mais","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","61% a 70%"
"3519907","Iepê","35","SP","Sudeste",2006,NA,"Setor subordinado diretamente à chefia do executivo","Não","Sim","Não","Não","Não","Sim","Sim","Não","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519907","Iepê","35","SP","Sudeste",2014,NA,"Secretaria em conjunto com outras políticas","Não","Sim","Não","Não","Não","Sim","Sim","Não","Não","Feminino","51",NA,"Pós-graduação",51,"50 a 59 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519907","Iepê","35","SP","Sudeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Não","Não","-","-","-","-","Masculino","37","Branca","Doutorado",37,"30 a 39 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",16,"Não","Não","Sim",NA
"3519907","Iepê","35","SP","Sudeste",2021,8228,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Feminino","50","Branca","Especialização",50,"50 a 59 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","51% a 60%"
"3520004","Igaraçu do Tietê","35","SP","Sudeste",2006,NA,"Não possui estrutura específica","Não","Não","Não","Não","Não","Sim","Não","Sim","Não",NA,NA,NA,"Não aplicável",NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520004","Igaraçu do Tietê","35","SP","Sudeste",2014,NA,"Setor subordinado à outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Masculino","56",NA,"Pós-graduação",56,"50 a 59 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520004","Igaraçu do Tietê","35","SP","Sudeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Masculino","65","Branca","Ensino superior completo",65,"60 anos ou mais","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"3520004","Igaraçu do Tietê","35","SP","Sudeste",2021,24821,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Masculino","41","Branca","Ensino superior completo",41,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","41% a 50%"
"3520103","Igarapava","35","SP","Sudeste",2006,NA,"Secretaria municipal exclusiva","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520103","Igarapava","35","SP","Sudeste",2014,NA,"Secretaria exclusiva","Não","Não","Não","Não","Não","Sim","Sim","Sim","Não","Masculino","28",NA,"Ensino superior completo",28,"Até 29 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520103","Igarapava","35","SP","Sudeste",2018,NA,"Setor subordinado a outra secretaria","Não","Sim","Não","Não","Sim","Não","Não","Não","Sim","Feminino","69","Branca","Especialização",69,"60 anos ou mais","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",26,"Não","Não","Sim",NA
"3520103","Igarapava","35","SP","Sudeste",2021,30791,"Setor subordinado diretamente  à chefia do Executivo","Não","Sim","Não","Não","Sim","Sim","Sim","Sim","Não","Masculino","47","Branca","Mestrado",47,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"3520202","Igaratá","35","SP","Sudeste",2006,NA,"Setor subordinado diretamente à chefia do executivo","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior incompleto",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520202","Igaratá","35","SP","Sudeste",2014,NA,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","41",NA,"Pós-graduação",41,"40 a 49 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520202","Igaratá","35","SP","Sudeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Masculino","57","Branca","Especialização",57,"50 a 59 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"3520202","Igaratá","35","SP","Sudeste",2021,9631,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Não","Não","Sim","Não","Não","Não","Feminino","64","Branca","Ensino superior completo",64,"60 anos ou mais","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Até 10%"
"3520301","Iguape","35","SP","Sudeste",2006,NA,"Setor subordinado diretamente à chefia do executivo","Sim","Sim","Não","Não","Sim","Sim","Sim","Não","Sim",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520301","Iguape","35","SP","Sudeste",2014,NA,"Secretaria em conjunto com outras políticas","Sim","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Masculino","37",NA,"Ensino superior completo",37,"30 a 39 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520301","Iguape","35","SP","Sudeste",2018,NA,"Secretaria exclusiva","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Masculino","49","Branca","Ensino superior completo",49,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"3520301","Iguape","35","SP","Sudeste",2021,31117,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Masculino","52","Branca","Ensino superior completo",52,"50 a 59 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","31% a 40%"
"3520400","Ilhabela","35","SP","Sudeste",2006,NA,"Secretaria municipal exclusiva","Sim","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520400","Ilhabela","35","SP","Sudeste",2014,NA,"Secretaria exclusiva","Sim","Sim","Não","Sim","Não","Sim","Não","Sim","Não","Masculino","52",NA,"Ensino médio completo",52,"50 a 59 anos",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520400","Ilhabela","35","SP","Sudeste",2018,NA,"Secretaria exclusiva","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Masculino","56","Branca","Ensino médio (2º Grau) completo",56,"50 a 59 anos","Branca","Brancos","Ensino Médio","Sim","Sim","Não","Sim","Sim",16,"Não","Não","Sim",NA
