"cod_municipio","municipio","cod_uf","uf","regiao","ano","populacao","tipo_orgao_gestor","tem_plano","tem_conselho","tem_fundo","tem_lei_patrimonio","tem_cons_patrimonio","equip_biblioteca","equip_museu","equip_teatro","equip_cinema","gestor_sexo","gestor_idade","gestor_cor_raca","gestor_escolaridade","gestor_idade_num","gestor_faixa_etaria","gestor_cor_raca_limpa","gestor_grupo_raca","gestor_escolaridade_agrupada","plano_tem_lei","plano_participacao_soc","sec_educacao","sec_esporte","sec_turismo","cons_qtd_membros","cons_cap_continuada","cons_cap_eventual","cons_cap_nao_realiza","orcamento_perc_executado"
"1100015","Alta Floresta DOeste","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100015","Alta Floresta DOeste","11","RO","Norte",2014,NA,"Secretaria exclusiva","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Masculino","53",NA,"Ensino superior completo",53,"50 a 59 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100015","Alta Floresta DOeste","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Masculino","36","Parda","Ensino médio (2º Grau) completo",36,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Ensino Médio","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100015","Alta Floresta DOeste","11","RO","Norte",2021,22516,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Masculino","39","Parda","Ensino superior completo",39,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Até 10%"
"1100023","Ariquemes","11","RO","Norte",2006,NA,"Fundação pública","Não","Não","Não","Não","Não","Sim","Sim","Não","Sim",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100023","Ariquemes","11","RO","Norte",2014,NA,"Setor subordinado à chefia do Executivo","Não","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Masculino","54",NA,"Ensino superior completo",54,"50 a 59 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100023","Ariquemes","11","RO","Norte",2018,NA,"Órgão da administração indireta","Não","Sim","Sim","Sim","Não","Não","Sim","Sim","Não","Masculino","43","Parda","Especialização",43,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",36,"Não","Sim","Não",NA
"1100023","Ariquemes","11","RO","Norte",2021,111148,"Setor subordinado diretamente  à chefia do Executivo","Não","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Feminino","24","Branca","Ensino superior completo",24,"Até 29 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",20,"Não","Não","Sim","Sem Informação"
"1100031","Cabixi","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100031","Cabixi","11","RO","Norte",2014,NA,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","45",NA,"Pós-graduação",45,"40 a 49 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100031","Cabixi","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Feminino","59","Parda","Especialização",59,"50 a 59 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100031","Cabixi","11","RO","Norte",2021,5067,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","51","Parda","Ensino superior completo",51,"50 a 59 anos","Parda","Negros (Pretos e Pardos)","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"1100049","Cacoal","11","RO","Norte",2006,NA,"Fundação pública","Não","Não","Não","Não","Não","Sim","Sim","Sim","Sim",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100049","Cacoal","11","RO","Norte",2014,NA,"Órgão da administração indireta","Não","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Feminino","39",NA,"Pós-graduação",39,"30 a 39 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100049","Cacoal","11","RO","Norte",2018,NA,"Órgão da administração indireta","Sim","Sim","Não","Não","Não","Não","Não","Não","Sim","Masculino","64","Parda","Ensino superior completo",64,"60 anos ou mais","Parda","Negros (Pretos e Pardos)","Ensino Superior","Sim","Não","Não","Não","Não",24,"Não","Não","Sim",NA
"1100049","Cacoal","11","RO","Norte",2021,86416,"Órgão da administração indireta","Não","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Masculino","30","Parda","Ensino superior completo",30,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Ensino Superior","Não","Não","Não","Não","Não",22,"Não","Não","Sim","Mais de 90%"
"1100056","Cerejeiras","11","RO","Norte",2006,NA,"Setor subordinado a outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Não disponível",NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100056","Cerejeiras","11","RO","Norte",2014,NA,"Setor subordinado à outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","53",NA,"Pós-graduação",53,"50 a 59 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100056","Cerejeiras","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Feminino","54","Branca","Especialização",54,"50 a 59 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100056","Cerejeiras","11","RO","Norte",2021,16088,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Feminino","57","Parda","Especialização",57,"50 a 59 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Até 10%"
"1100064","Colorado do Oeste","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100064","Colorado do Oeste","11","RO","Norte",2014,NA,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","55",NA,"Ensino superior completo",55,"50 a 59 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100064","Colorado do Oeste","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","40","Parda","Especialização",40,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100064","Colorado do Oeste","11","RO","Norte",2021,15213,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","48","Parda","Especialização",48,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","0%"
"1100072","Corumbiara","11","RO","Norte",2006,NA,"Não possui estrutura específica","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Não aplicável",NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100072","Corumbiara","11","RO","Norte",2014,NA,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","50",NA,"Pós-graduação",50,"50 a 59 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100072","Corumbiara","11","RO","Norte",2018,NA,"Setor subordinado a outra secretaria","Não","Não","Não","Não","Não","-","-","-","-","Masculino","35","Parda","Especialização",35,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100072","Corumbiara","11","RO","Norte",2021,7052,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","65","Branca","Especialização",65,"60 anos ou mais","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"1100080","Costa Marques","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Não","Sim","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100080","Costa Marques","11","RO","Norte",2014,NA,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","53",NA,"Ensino superior completo",53,"50 a 59 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100080","Costa Marques","11","RO","Norte",2018,NA,"Setor subordinado a outra secretaria","Não","Não","Não","Não","Não","-","-","-","-","Masculino","57","Parda","Mestrado",57,"50 a 59 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100080","Costa Marques","11","RO","Norte",2021,19255,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Sim","Não","Não","Sim","Não","Não","Não","Masculino","60","Branca","Ensino superior completo",60,"60 anos ou mais","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","0%"
"1100098","Espigão DOeste","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino médio (2º Grau) completo",NA,NA,NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100098","Espigão DOeste","11","RO","Norte",2014,NA,"Secretaria exclusiva","Não","Não","Não","Não","Não","Sim","Sim","Sim","Não","Feminino","58",NA,"Ensino superior completo",58,"50 a 59 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100098","Espigão DOeste","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Masculino","38","Parda","Especialização",38,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100098","Espigão DOeste","11","RO","Norte",2021,33009,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Sim","Não","Não","Sim","Sim","Não","Não","Masculino","30","Parda","Especialização",30,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Até 10%"
"1100106","Guajará-Mirim","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Sim","Não","Não",NA,NA,NA,"Ensino médio (2º Grau) completo",NA,NA,NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100106","Guajará-Mirim","11","RO","Norte",2014,NA,"Secretaria em conjunto com outras políticas","Não","Sim","Sim","Não","Não","Sim","Sim","Não","Não","Feminino","32",NA,"Pós-graduação",32,"30 a 39 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100106","Guajará-Mirim","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Feminino","36","Branca","Especialização",36,"30 a 39 anos","Branca","Brancos","Pós-Graduação","Sim","Sim","Sim","Sim","Sim",22,"Não","Sim","Não",NA
"1100106","Guajará-Mirim","11","RO","Norte",2021,46930,"Secretaria exclusiva","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Não","Masculino","49","Branca","Ensino superior completo",49,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",37,"Não","Sim","Não","31% a 40%"
"1100114","Jaru","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino médio (2º Grau) completo",NA,NA,NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100114","Jaru","11","RO","Norte",2014,NA,"Secretaria exclusiva","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Masculino","39",NA,"Ensino superior completo",39,"30 a 39 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100114","Jaru","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Não","Não","Não","Não","Feminino","66","Branca","Mestrado",66,"60 anos ou mais","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100114","Jaru","11","RO","Norte",2021,51469,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","69","Branca","Especialização",69,"60 anos ou mais","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","0%"
"1100122","Ji-Paraná","11","RO","Norte",2006,NA,"Fundação pública","Não","Sim","Não","Não","Não","Sim","Sim","Sim","Sim",NA,NA,NA,"Ensino médio (2º Grau) completo",NA,NA,NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100122","Ji-Paraná","11","RO","Norte",2014,NA,"Secretaria exclusiva","Não","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Feminino","38",NA,"Pós-graduação",38,"30 a 39 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100122","Ji-Paraná","11","RO","Norte",2018,NA,"Órgão da administração indireta","Não","Sim","Sim","Não","Não","Sim","Sim","Sim","Não","Feminino","34","Branca","Especialização",34,"30 a 39 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",12,"Não","Não","Sim",NA
"1100122","Ji-Paraná","11","RO","Norte",2021,131026,"Órgão da administração indireta","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Masculino","45","Branca","Ensino médio (2º Grau) completo",45,"40 a 49 anos","Branca","Brancos","Ensino Médio","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"1100130","Machadinho DOeste","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100130","Machadinho DOeste","11","RO","Norte",2014,NA,"Não possui estrutura","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","-","-",NA,"-",NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100130","Machadinho DOeste","11","RO","Norte",2018,NA,"Setor subordinado a outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","39","Branca","Ensino médio (2º Grau) completo",39,"30 a 39 anos","Branca","Brancos","Ensino Médio","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100130","Machadinho DOeste","11","RO","Norte",2021,41724,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","48","Branca","Especialização",48,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"1100148","Nova Brasilândia DOeste","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100148","Nova Brasilândia DOeste","11","RO","Norte",2014,NA,"Secretaria exclusiva","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Masculino","37",NA,"Ensino superior completo",37,"30 a 39 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100148","Nova Brasilândia DOeste","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Masculino","39","Parda","Ensino superior completo",39,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100148","Nova Brasilândia DOeste","11","RO","Norte",2021,20504,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Masculino","41","Parda","Ensino superior completo",41,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Até 10%"
"1100155","Ouro Preto do Oeste","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100155","Ouro Preto do Oeste","11","RO","Norte",2014,NA,"Setor subordinado à outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Masculino","53",NA,"Pós-graduação",53,"50 a 59 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100155","Ouro Preto do Oeste","11","RO","Norte",2018,NA,"Não possui estrutura","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","-","-","-","-",NA,NA,NA,NA,"Sem Informação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100155","Ouro Preto do Oeste","11","RO","Norte",2021,35445,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Feminino","37","Parda","Especialização",37,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"1100189","Pimenta Bueno","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Sim","Sim","Sim","Não","Não","Sim","Não","Sim","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100189","Pimenta Bueno","11","RO","Norte",2014,NA,"Setor subordinado à outra secretaria","Não","Sim","Sim","Não","Não","Sim","Não","Sim","Não","Feminino","50",NA,"Pós-graduação",50,"50 a 59 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100189","Pimenta Bueno","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Não","Não","Não","Não","Sim","Não","Masculino","35","Parda","Ensino médio (2º Grau) completo",35,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Ensino Médio","Não","Não","Não","Não","Não",6,"Não","Não","Sim",NA
"1100189","Pimenta Bueno","11","RO","Norte",2021,37098,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Feminino","50","Branca","Especialização",50,"50 a 59 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",5,"Não","Não","Sim","81% a 90%"
"1100205","Porto Velho","11","RO","Norte",2006,NA,"Fundação pública","Não","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100205","Porto Velho","11","RO","Norte",2014,NA,"Setor subordinado à chefia do Executivo","Não","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Masculino","25",NA,"Ensino superior completo",25,"Até 29 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100205","Porto Velho","11","RO","Norte",2018,NA,"Órgão da administração indireta","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Masculino","57","Parda","Ensino superior completo",57,"50 a 59 anos","Parda","Negros (Pretos e Pardos)","Ensino Superior","Não","Não","Não","Não","Não",16,"Não","Não","Sim",NA
"1100205","Porto Velho","11","RO","Norte",2021,548952,"Órgão da administração indireta","Não","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Masculino","48","Parda","Ensino médio (2º Grau) completo",48,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Ensino Médio","Não","Não","Não","Não","Não",24,"Não","Sim","Não","Mais de 90%"
"1100254","Presidente Médici","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100254","Presidente Médici","11","RO","Norte",2014,NA,"Secretaria exclusiva","Não","Não","Não","Não","Não","Sim","Sim","Sim","Não","Feminino","45",NA,"Pós-graduação",45,"40 a 49 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100254","Presidente Médici","11","RO","Norte",2018,NA,"Não possui estrutura","Não","Não","Não","Não","Não","Não","Sim","Não","Não","-","-","-","-",NA,NA,NA,NA,"Sem Informação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100254","Presidente Médici","11","RO","Norte",2021,18165,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Sim","Sim","Não","Masculino","52","Branca","Especialização",52,"50 a 59 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"1100262","Rio Crespo","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior incompleto",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100262","Rio Crespo","11","RO","Norte",2014,NA,"Não possui estrutura","Não","Não","Não","Não","Não","Sim","Não","Não","Não","-","-",NA,"-",NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100262","Rio Crespo","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Feminino","28","Branca","Especialização",28,"Até 29 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100262","Rio Crespo","11","RO","Norte",2021,3843,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Sim","Não","Não","Sim","Não","Sim","Não","Masculino","48","Branca","Especialização",48,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","71% a 80%"
"1100288","Rolim de Moura","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Sim","Não","Não","Sim","Sim","Sim","Não","Sim","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100288","Rolim de Moura","11","RO","Norte",2014,NA,"Setor subordinado à outra secretaria","Não","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Feminino","47",NA,"Ensino superior completo",47,"40 a 49 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100288","Rolim de Moura","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Sim","Feminino","32","Parda","Especialização",32,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Sim","Sim","Não","Sim","Não",44,"Não","Não","Sim",NA
"1100288","Rolim de Moura","11","RO","Norte",2021,55748,"Secretaria em conjunto com outras políticas setoriais","Sim","Sim","Sim","Não","Não","Sim","Não","Sim","Não","Feminino","45","Parda","Ensino médio (2º Grau) completo",45,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Ensino Médio","Sim","Sim","Não","Sim","Não",NA,"Não","Não","Não","Mais de 90%"
"1100296","Santa Luzia DOeste","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior incompleto",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100296","Santa Luzia DOeste","11","RO","Norte",2014,NA,"Setor subordinado à outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","43",NA,"Ensino médio completo",43,"40 a 49 anos",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100296","Santa Luzia DOeste","11","RO","Norte",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Feminino","42","Parda","Ensino superior completo",42,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"1100296","Santa Luzia DOeste","11","RO","Norte",2021,5942,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","45","Amarela","Ensino superior completo",45,"40 a 49 anos","Amarela","Amarela / Indígena","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Até 10%"
"1100304","Vilhena","11","RO","Norte",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Sim",NA,NA,NA,"Ensino médio (2º Grau) completo",NA,NA,NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100304","Vilhena","11","RO","Norte",2014,NA,"Órgão da administração indireta","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Masculino","50",NA,"Pós-graduação",50,"50 a 59 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100304","Vilhena","11","RO","Norte",2018,NA,"Órgão da administração indireta","Não","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Feminino","41","Branca","Ensino superior incompleto",41,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",12,"Não","Não","Sim",NA
"1100304","Vilhena","11","RO","Norte",2021,104517,"Órgão da administração indireta","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Masculino","38","Branca","Ensino superior completo",38,"30 a 39 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",18,"Não","Não","Sim","61% a 70%"
